801,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-09-03 17:10:00,30
2019-09-03 17:11:00,10
2019-09-03 17:29:00,40
2019-09-03 17:40:00,61
2019-09-03 17:41:00,77
2019-09-03 17:42:00,62
2019-09-03 17:51:00,1
2019-09-03 18:58:00,34
2019-09-03 18:59:00,6
2019-09-03 19:19:00,40
2019-09-03 19:56:00,5
2019-09-03 19:57:00,35
2019-09-03 20:45:00,54
2019-09-03 20:46:00,66
2019-09-03 22:17:00,40
2019-09-03 23:44:00,43
2019-09-03 23:45:00,37
2019-09-03 23:47:00,5
2019-09-03 23:48:00,71
2019-09-03 23:49:00,61
2019-09-03 23:50:00,23
