253,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-03 01:24:00,1
2019-09-03 01:26:00,1
2019-09-03 01:27:00,2
2019-09-03 01:28:00,2
2019-09-03 01:30:00,2
2019-09-03 01:36:00,1
2019-09-03 01:37:00,2
2019-09-03 01:40:00,2
2019-09-03 01:41:00,1
2019-09-03 01:42:00,2
2019-09-03 01:43:00,2
2019-09-03 01:44:00,1
2019-09-03 01:45:00,2
2019-09-03 01:46:00,1
2019-09-03 01:47:00,2
2019-09-03 01:48:00,1
2019-09-03 01:49:00,2
2019-09-03 01:50:00,2
2019-09-03 01:51:00,3
2019-09-03 01:52:00,1
2019-09-03 02:01:00,1
2019-09-03 02:02:00,1
2019-09-03 02:03:00,2
2019-09-03 02:04:00,2
2019-09-03 02:05:00,1
2019-09-03 02:06:00,2
2019-09-03 02:07:00,2
2019-09-03 02:08:00,2
2019-09-03 02:09:00,1
2019-09-03 02:10:00,2
2019-09-03 02:11:00,2
2019-09-03 04:06:00,1
2019-09-03 07:01:00,1
2019-09-03 08:24:00,1
2019-09-03 08:40:00,1
2019-09-03 08:43:00,1
2019-09-03 08:45:00,1
2019-09-03 10:30:00,2
2019-09-03 11:14:00,3
2019-09-03 11:15:00,1
2019-09-03 11:16:00,2
2019-09-03 11:17:00,1
2019-09-03 11:18:00,1
2019-09-03 11:42:00,1
2019-09-03 11:43:00,2
2019-09-03 11:44:00,3
2019-09-03 11:45:00,3
2019-09-03 11:47:00,1
2019-09-03 11:48:00,2
2019-09-03 11:49:00,1
2019-09-03 11:50:00,1
2019-09-03 11:51:00,1
2019-09-03 11:55:00,3
2019-09-03 11:56:00,2
2019-09-03 11:58:00,2
2019-09-03 11:59:00,2
2019-09-03 12:00:00,1
2019-09-03 12:03:00,1
2019-09-03 12:05:00,1
2019-09-03 12:06:00,3
2019-09-03 12:07:00,2
2019-09-03 12:08:00,1
2019-09-03 12:23:00,1
2019-09-03 12:25:00,1
2019-09-03 12:26:00,1
2019-09-03 12:29:00,1
2019-09-03 12:30:00,2
2019-09-03 12:32:00,2
2019-09-03 12:35:00,1
2019-09-03 12:36:00,1
2019-09-03 12:38:00,1
2019-09-03 13:13:00,1
2019-09-03 13:17:00,1
2019-09-03 13:46:00,1
2019-09-03 14:01:00,1
2019-09-03 14:18:00,1
2019-09-03 14:19:00,1
2019-09-03 14:34:00,1
2019-09-03 14:53:00,1
2019-09-03 16:39:00,1
2019-09-03 16:40:00,1
2019-09-03 16:41:00,2
2019-09-03 16:42:00,2
2019-09-03 16:44:00,1
2019-09-03 16:45:00,1
2019-09-03 16:46:00,3
2019-09-03 16:47:00,2
2019-09-03 16:48:00,1
2019-09-03 16:49:00,1
2019-09-03 16:51:00,2
2019-09-03 16:53:00,2
2019-09-03 16:54:00,1
2019-09-03 16:59:00,2
2019-09-03 17:01:00,1
2019-09-03 17:19:00,1
2019-09-03 17:21:00,1
2019-09-03 17:22:00,3
2019-09-03 17:23:00,2
2019-09-03 17:24:00,1
2019-09-03 17:25:00,1
2019-09-03 17:26:00,3
2019-09-03 17:27:00,3
2019-09-03 17:28:00,3
2019-09-03 17:29:00,2
2019-09-03 17:30:00,3
2019-09-03 17:31:00,2
2019-09-03 17:32:00,2
2019-09-03 17:33:00,2
2019-09-03 17:34:00,1
2019-09-03 17:35:00,3
2019-09-03 17:36:00,1
2019-09-03 17:37:00,2
2019-09-03 17:41:00,3
2019-09-03 17:42:00,4
2019-09-03 17:43:00,2
2019-09-03 17:44:00,2
2019-09-03 17:46:00,2
2019-09-03 17:47:00,4
2019-09-03 17:49:00,3
2019-09-03 17:50:00,1
2019-09-03 17:51:00,2
2019-09-03 17:52:00,2
2019-09-03 17:53:00,2
2019-09-03 17:54:00,1
2019-09-03 17:59:00,1
2019-09-03 18:00:00,3
2019-09-03 18:01:00,2
2019-09-03 18:02:00,1
2019-09-03 18:03:00,2
2019-09-03 18:04:00,1
2019-09-03 18:05:00,1
2019-09-03 18:06:00,2
2019-09-03 18:07:00,1
2019-09-03 18:08:00,3
2019-09-03 18:09:00,3
2019-09-03 18:10:00,2
2019-09-03 18:11:00,2
2019-09-03 18:12:00,2
2019-09-03 18:13:00,1
2019-09-03 18:15:00,2
2019-09-03 18:16:00,1
2019-09-03 18:17:00,2
2019-09-03 18:24:00,2
2019-09-03 18:25:00,3
2019-09-03 18:26:00,2
2019-09-03 20:44:00,1
2019-09-03 20:45:00,1
2019-09-03 20:48:00,1
2019-09-03 20:51:00,1
2019-09-03 20:52:00,1
2019-09-03 20:57:00,1
2019-09-03 21:00:00,1
2019-09-03 21:03:00,1
