74,SELECT
2019-09-03 10:10:00,1
2019-09-03 10:20:00,1
2019-09-03 10:24:00,1
2019-09-03 10:25:00,1
2019-09-03 10:26:00,1
2019-09-03 10:28:00,1
2019-09-03 10:29:00,1
2019-09-03 10:30:00,1
2019-09-03 10:31:00,1
2019-09-03 10:32:00,1
2019-09-03 10:34:00,1
2019-09-03 10:35:00,1
2019-09-03 10:36:00,1
2019-09-03 10:38:00,1
2019-09-03 10:39:00,1
2019-09-03 10:40:00,1
2019-09-03 10:42:00,1
2019-09-03 10:43:00,1
2019-09-03 10:44:00,1
2019-09-03 10:45:00,1
2019-09-03 10:46:00,1
2019-09-03 10:47:00,1
2019-09-03 10:49:00,1
2019-09-03 10:51:00,1
2019-09-03 10:52:00,1
2019-09-03 10:53:00,1
2019-09-03 10:54:00,1
2019-09-03 10:55:00,1
2019-09-03 10:56:00,1
2019-09-03 10:57:00,2
2019-09-03 11:05:00,1
2019-09-03 11:06:00,1
2019-09-03 11:07:00,1
2019-09-03 11:08:00,1
2019-09-03 11:09:00,1
2019-09-03 11:10:00,1
2019-09-03 11:11:00,1
2019-09-03 11:12:00,1
2019-09-03 11:19:00,1
2019-09-03 11:21:00,1
2019-09-03 11:22:00,1
2019-09-03 11:23:00,1
2019-09-03 11:24:00,1
2019-09-03 11:25:00,1
2019-09-03 11:27:00,1
2019-09-03 11:28:00,1
2019-09-03 11:29:00,1
2019-09-03 11:30:00,1
2019-09-03 11:32:00,1
2019-09-03 11:33:00,1
2019-09-03 11:34:00,1
2019-09-03 11:38:00,1
2019-09-03 11:40:00,1
2019-09-03 11:41:00,1
2019-09-03 13:24:00,1
2019-09-03 13:42:00,1
2019-09-03 13:44:00,1
2019-09-03 13:45:00,1
2019-09-03 13:47:00,1
2019-09-03 13:55:00,1
2019-09-03 14:08:00,1
2019-09-03 14:10:00,2
2019-09-03 14:17:00,1
2019-09-03 14:23:00,1
2019-09-03 14:28:00,1
2019-09-03 14:47:00,1
2019-09-03 14:53:00,1
2019-09-03 14:57:00,1
2019-09-03 15:01:00,1
2019-09-03 15:05:00,1
2019-09-03 15:06:00,2
