1054,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-09-03 00:00:00,1
2019-09-03 00:03:00,1
2019-09-03 00:07:00,1
2019-09-03 00:12:00,1
2019-09-03 00:16:00,1
2019-09-03 00:21:00,1
2019-09-03 00:23:00,1
2019-09-03 00:25:00,1
2019-09-03 00:27:00,1
2019-09-03 00:32:00,1
2019-09-03 00:34:00,2
2019-09-03 00:36:00,1
2019-09-03 00:38:00,1
2019-09-03 00:39:00,1
2019-09-03 00:44:00,1
2019-09-03 00:49:00,1
2019-09-03 00:52:00,1
2019-09-03 00:54:00,1
2019-09-03 00:58:00,1
2019-09-03 01:02:00,1
2019-09-03 01:03:00,1
2019-09-03 01:05:00,2
2019-09-03 01:09:00,1
2019-09-03 01:13:00,1
2019-09-03 01:16:00,1
2019-09-03 01:20:00,1
2019-09-03 01:23:00,1
2019-09-03 01:27:00,1
2019-09-03 01:32:00,1
2019-09-03 01:35:00,1
2019-09-03 01:38:00,2
2019-09-03 01:42:00,1
2019-09-03 01:45:00,1
2019-09-03 01:49:00,1
2019-09-03 01:51:00,1
2019-09-03 01:56:00,1
2019-09-03 02:00:00,1
2019-09-03 02:02:00,1
2019-09-03 02:06:00,1
2019-09-03 02:10:00,1
2019-09-03 02:14:00,1
2019-09-03 02:17:00,1
2019-09-03 02:21:00,1
2019-09-03 02:24:00,1
2019-09-03 02:29:00,1
2019-09-03 02:33:00,1
2019-09-03 02:37:00,1
2019-09-03 02:42:00,1
2019-09-03 02:46:00,1
2019-09-03 02:47:00,1
2019-09-03 02:49:00,1
2019-09-03 02:51:00,1
2019-09-03 02:53:00,1
2019-09-03 02:57:00,1
2019-09-03 02:58:00,1
2019-09-03 03:03:00,1
2019-09-03 03:08:00,1
2019-09-03 03:12:00,1
2019-09-03 03:14:00,1
2019-09-03 03:15:00,1
2019-09-03 03:17:00,1
2019-09-03 03:18:00,1
2019-09-03 03:22:00,1
2019-09-03 03:27:00,1
2019-09-03 03:29:00,1
2019-09-03 03:33:00,1
2019-09-03 03:34:00,1
2019-09-03 03:35:00,1
2019-09-03 03:39:00,1
2019-09-03 03:43:00,1
2019-09-03 03:46:00,1
2019-09-03 03:50:00,1
2019-09-03 03:54:00,1
2019-09-03 03:58:00,1
2019-09-03 04:02:00,1
2019-09-03 04:06:00,1
2019-09-03 04:09:00,1
2019-09-03 04:14:00,1
2019-09-03 04:18:00,1
2019-09-03 04:22:00,1
2019-09-03 04:27:00,1
2019-09-03 04:32:00,1
2019-09-03 04:34:00,1
2019-09-03 04:38:00,1
2019-09-03 04:42:00,1
2019-09-03 04:47:00,1
2019-09-03 04:52:00,1
2019-09-03 04:56:00,1
2019-09-03 04:59:00,1
2019-09-03 05:03:00,1
2019-09-03 05:07:00,1
2019-09-03 05:10:00,1
2019-09-03 05:13:00,1
2019-09-03 05:16:00,1
2019-09-03 05:20:00,1
2019-09-03 05:24:00,1
2019-09-03 05:27:00,1
2019-09-03 05:30:00,1
2019-09-03 05:31:00,1
2019-09-03 05:32:00,1
2019-09-03 05:36:00,1
2019-09-03 05:39:00,3
2019-09-03 05:40:00,1
2019-09-03 05:43:00,1
2019-09-03 05:47:00,1
2019-09-03 05:50:00,1
2019-09-03 05:51:00,2
2019-09-03 05:52:00,3
2019-09-03 05:53:00,2
2019-09-03 05:54:00,2
2019-09-03 05:55:00,1
2019-09-03 05:56:00,2
2019-09-03 05:58:00,1
2019-09-03 05:59:00,1
2019-09-03 06:01:00,1
2019-09-03 06:03:00,1
2019-09-03 06:04:00,1
2019-09-03 06:06:00,1
2019-09-03 06:08:00,1
2019-09-03 06:09:00,1
2019-09-03 06:10:00,1
2019-09-03 06:12:00,1
2019-09-03 06:16:00,1
2019-09-03 06:18:00,1
2019-09-03 06:22:00,1
2019-09-03 06:25:00,1
2019-09-03 06:29:00,1
2019-09-03 06:34:00,1
2019-09-03 06:37:00,1
2019-09-03 06:41:00,1
2019-09-03 06:44:00,1
2019-09-03 06:49:00,1
2019-09-03 06:53:00,1
2019-09-03 06:56:00,1
2019-09-03 06:57:00,1
2019-09-03 06:58:00,2
2019-09-03 06:59:00,1
2019-09-03 07:00:00,1
2019-09-03 07:01:00,1
2019-09-03 07:02:00,1
2019-09-03 07:03:00,1
2019-09-03 07:04:00,1
2019-09-03 07:06:00,1
2019-09-03 07:08:00,1
2019-09-03 07:11:00,1
2019-09-03 07:14:00,1
2019-09-03 07:17:00,1
2019-09-03 07:18:00,1
2019-09-03 07:19:00,1
2019-09-03 07:20:00,2
2019-09-03 07:21:00,1
2019-09-03 07:22:00,1
2019-09-03 07:23:00,1
2019-09-03 07:24:00,1
2019-09-03 07:25:00,1
2019-09-03 07:26:00,1
2019-09-03 07:27:00,1
2019-09-03 07:28:00,1
2019-09-03 07:29:00,2
2019-09-03 07:30:00,1
2019-09-03 07:31:00,1
2019-09-03 07:32:00,1
2019-09-03 07:33:00,1
2019-09-03 07:34:00,1
2019-09-03 07:35:00,1
2019-09-03 07:36:00,1
2019-09-03 07:37:00,1
2019-09-03 07:38:00,1
2019-09-03 07:39:00,1
2019-09-03 07:40:00,1
2019-09-03 07:41:00,1
2019-09-03 07:42:00,1
2019-09-03 07:43:00,1
2019-09-03 07:44:00,1
2019-09-03 07:45:00,1
2019-09-03 07:46:00,1
2019-09-03 07:47:00,1
2019-09-03 07:48:00,1
2019-09-03 07:49:00,2
2019-09-03 07:50:00,1
2019-09-03 07:51:00,1
2019-09-03 07:52:00,1
2019-09-03 07:53:00,1
2019-09-03 07:54:00,2
2019-09-03 07:55:00,1
2019-09-03 07:56:00,1
2019-09-03 07:57:00,1
2019-09-03 07:59:00,2
2019-09-03 08:00:00,1
2019-09-03 08:01:00,1
2019-09-03 08:02:00,1
2019-09-03 08:03:00,1
2019-09-03 08:04:00,1
2019-09-03 08:05:00,1
2019-09-03 08:06:00,1
2019-09-03 08:07:00,1
2019-09-03 08:08:00,2
2019-09-03 08:10:00,1
2019-09-03 08:11:00,1
2019-09-03 08:12:00,1
2019-09-03 08:13:00,1
2019-09-03 08:15:00,1
2019-09-03 08:16:00,1
2019-09-03 08:17:00,1
2019-09-03 08:18:00,1
2019-09-03 08:19:00,1
2019-09-03 08:21:00,1
2019-09-03 08:22:00,1
2019-09-03 08:24:00,1
