2,"select * from openquery([#.#],&&&'gbm_tcga_all&&&   and sl.list_id=sll.list_id   and s.internal_id=sll.sample_id   and gp.stable_id=&&&gbm_tcga_rppa&&&   and g.hugo_gene_symbol in (&&&PTEN&&&,&&&EGFR&&&)   and m.sample_id=s.internal_id   and m.genetic_profile_id=gp.genetic_profile_id   and m.entrez_gene_id = g.entrez_gene_id   and me.mutation_event_id=m.mutation_event_id ') a"
2019-05-06 17:26:00,1
2019-05-06 17:27:00,1
