475,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-05-06 15:42:00,8
2019-05-06 15:43:00,9
2019-05-06 15:44:00,10
2019-05-06 15:45:00,10
2019-05-06 15:46:00,8
2019-05-06 15:47:00,4
2019-05-06 15:48:00,4
2019-05-06 15:49:00,5
2019-05-06 15:50:00,4
2019-05-06 15:51:00,5
2019-05-06 15:52:00,7
2019-05-06 15:53:00,6
2019-05-06 15:54:00,6
2019-05-06 15:55:00,8
2019-05-06 15:56:00,7
2019-05-06 15:57:00,8
2019-05-06 15:58:00,8
2019-05-06 15:59:00,5
2019-05-06 16:00:00,2
2019-05-06 16:01:00,3
2019-05-06 16:02:00,4
2019-05-06 16:03:00,6
2019-05-06 16:04:00,5
2019-05-06 16:05:00,1
2019-05-06 16:06:00,8
2019-05-06 16:07:00,5
2019-05-06 16:08:00,6
2019-05-06 16:09:00,7
2019-05-06 16:10:00,7
2019-05-06 16:11:00,10
2019-05-06 16:12:00,5
2019-05-06 16:13:00,9
2019-05-06 16:14:00,5
2019-05-06 16:15:00,7
2019-05-06 16:16:00,7
2019-05-06 16:17:00,8
2019-05-06 16:18:00,9
2019-05-06 16:19:00,8
2019-05-06 16:20:00,8
2019-05-06 16:21:00,7
2019-05-06 16:22:00,9
2019-05-06 16:23:00,10
2019-05-06 16:24:00,7
2019-05-06 16:25:00,7
2019-05-06 16:26:00,6
2019-05-06 16:27:00,9
2019-05-06 16:28:00,7
2019-05-06 16:29:00,5
2019-05-06 16:30:00,8
2019-05-06 16:31:00,10
2019-05-06 16:32:00,8
2019-05-06 16:33:00,5
2019-05-06 16:34:00,4
2019-05-06 16:35:00,10
2019-05-06 16:36:00,8
2019-05-06 16:38:00,9
2019-05-06 16:39:00,7
2019-05-06 16:40:00,10
2019-05-06 16:41:00,9
2019-05-06 16:42:00,7
2019-05-06 16:43:00,10
2019-05-06 16:44:00,8
2019-05-06 16:45:00,8
2019-05-06 16:46:00,9
2019-05-06 16:47:00,8
2019-05-06 16:48:00,11
2019-05-06 16:49:00,7
