7,"SELECT objID,ra,dec,mjd,u,g,r,i,z,offsetRa_r,offsetRa_i,offsetRa_g,offsetDec_r,offsetDec_i,offsetDec_g FROM photoObj WHERE ra > # and ra < # and dec > # and dec < # ORDER BY r"
2019-05-06 18:44:00,1
2019-05-06 19:20:00,2
2019-05-06 19:21:00,1
2019-05-06 19:29:00,1
2019-05-06 19:34:00,1
2019-05-06 22:32:00,1
