10667,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-05-06 08:56:00,3
2019-05-06 08:57:00,15
2019-05-06 08:58:00,3
2019-05-06 08:59:00,6
2019-05-06 09:00:00,7
2019-05-06 09:01:00,20
2019-05-06 09:02:00,18
2019-05-06 09:03:00,15
2019-05-06 09:04:00,6
2019-05-06 09:05:00,6
2019-05-06 09:06:00,12
2019-05-06 09:07:00,6
2019-05-06 09:08:00,15
2019-05-06 09:09:00,9
2019-05-06 09:10:00,15
2019-05-06 09:12:00,27
2019-05-06 09:13:00,6
2019-05-06 09:14:00,3
2019-05-06 09:15:00,15
2019-05-06 09:16:00,18
2019-05-06 09:17:00,12
2019-05-06 09:18:00,3
2019-05-06 09:19:00,21
2019-05-06 09:20:00,23
2019-05-06 09:21:00,10
2019-05-06 09:22:00,3
2019-05-06 09:23:00,3
2019-05-06 09:24:00,6
2019-05-06 09:25:00,18
2019-05-06 09:26:00,12
2019-05-06 09:27:00,3
2019-05-06 09:28:00,17
2019-05-06 09:29:00,12
2019-05-06 09:30:00,12
2019-05-06 09:31:00,15
2019-05-06 12:50:00,35
2019-05-06 12:51:00,273
2019-05-06 12:52:00,264
2019-05-06 12:53:00,214
2019-05-06 14:58:00,1
2019-05-06 15:15:00,1
2019-05-06 15:17:00,40
2019-05-06 15:18:00,289
2019-05-06 15:19:00,130
2019-05-06 15:20:00,124
2019-05-06 15:21:00,51
2019-05-06 15:48:00,147
2019-05-06 15:49:00,183
2019-05-06 16:40:00,3
2019-05-06 16:41:00,9
2019-05-06 16:42:00,6
2019-05-06 16:43:00,3
2019-05-06 16:44:00,6
2019-05-06 16:45:00,6
2019-05-06 16:47:00,18
2019-05-06 16:48:00,12
2019-05-06 16:49:00,9
2019-05-06 16:50:00,9
2019-05-06 16:51:00,9
2019-05-06 16:52:00,3
2019-05-06 16:53:00,6
2019-05-06 16:54:00,6
2019-05-06 16:55:00,6
2019-05-06 16:56:00,6
2019-05-06 16:57:00,9
2019-05-06 16:58:00,6
2019-05-06 16:59:00,12
2019-05-06 17:00:00,21
2019-05-06 17:01:00,18
2019-05-06 17:02:00,18
2019-05-06 17:03:00,18
2019-05-06 17:04:00,21
2019-05-06 17:05:00,9
2019-05-06 17:06:00,21
2019-05-06 17:07:00,18
2019-05-06 17:08:00,18
2019-05-06 17:09:00,19
2019-05-06 17:10:00,17
2019-05-06 17:11:00,21
2019-05-06 17:12:00,18
2019-05-06 17:13:00,21
2019-05-06 17:14:00,18
2019-05-06 17:15:00,21
2019-05-06 17:16:00,21
2019-05-06 17:17:00,18
2019-05-06 17:18:00,18
2019-05-06 17:19:00,18
2019-05-06 17:20:00,18
2019-05-06 17:21:00,21
2019-05-06 17:22:00,18
2019-05-06 17:23:00,12
2019-05-06 17:24:00,9
2019-05-06 17:25:00,12
2019-05-06 17:26:00,15
2019-05-06 17:27:00,18
2019-05-06 17:28:00,18
2019-05-06 17:29:00,21
2019-05-06 17:30:00,18
2019-05-06 17:31:00,21
2019-05-06 17:32:00,18
2019-05-06 17:33:00,18
2019-05-06 17:34:00,21
2019-05-06 17:35:00,18
2019-05-06 17:36:00,21
2019-05-06 17:37:00,18
2019-05-06 17:38:00,18
2019-05-06 17:39:00,18
2019-05-06 17:40:00,18
2019-05-06 17:41:00,21
2019-05-06 17:42:00,18
2019-05-06 17:43:00,21
2019-05-06 17:44:00,18
2019-05-06 17:45:00,18
2019-05-06 17:46:00,21
2019-05-06 17:47:00,18
2019-05-06 17:48:00,18
2019-05-06 17:49:00,18
2019-05-06 17:50:00,21
2019-05-06 17:51:00,18
2019-05-06 17:52:00,18
2019-05-06 17:53:00,21
2019-05-06 17:54:00,18
2019-05-06 17:55:00,18
2019-05-06 17:56:00,15
2019-05-06 17:57:00,9
2019-05-06 17:58:00,6
2019-05-06 17:59:00,12
2019-05-06 18:00:00,18
2019-05-06 18:01:00,18
2019-05-06 18:02:00,21
2019-05-06 18:03:00,18
2019-05-06 18:04:00,18
2019-05-06 18:05:00,12
2019-05-06 18:06:00,18
2019-05-06 18:07:00,24
2019-05-06 18:08:00,21
2019-05-06 18:09:00,21
2019-05-06 18:10:00,21
2019-05-06 18:11:00,18
2019-05-06 18:13:00,21
2019-05-06 18:14:00,21
2019-05-06 18:15:00,21
2019-05-06 18:16:00,21
2019-05-06 18:17:00,21
2019-05-06 18:18:00,21
2019-05-06 18:19:00,12
2019-05-06 18:21:00,9
2019-05-06 18:22:00,21
2019-05-06 18:23:00,21
2019-05-06 18:24:00,21
2019-05-06 18:25:00,21
2019-05-06 18:26:00,21
2019-05-06 18:27:00,18
2019-05-06 18:28:00,21
2019-05-06 18:29:00,21
2019-05-06 18:30:00,21
2019-05-06 18:31:00,18
2019-05-06 18:32:00,21
2019-05-06 18:33:00,21
2019-05-06 18:34:00,21
2019-05-06 18:35:00,24
2019-05-06 18:36:00,18
2019-05-06 18:37:00,24
2019-05-06 18:38:00,18
2019-05-06 18:39:00,21
2019-05-06 18:40:00,21
2019-05-06 18:41:00,18
2019-05-06 18:42:00,21
2019-05-06 18:43:00,21
2019-05-06 18:44:00,21
2019-05-06 18:45:00,21
2019-05-06 18:46:00,21
2019-05-06 18:47:00,21
2019-05-06 18:48:00,21
2019-05-06 18:49:00,21
2019-05-06 18:50:00,24
2019-05-06 18:51:00,21
2019-05-06 18:52:00,21
2019-05-06 18:53:00,21
2019-05-06 18:54:00,21
2019-05-06 18:55:00,21
2019-05-06 18:56:00,21
2019-05-06 18:57:00,21
2019-05-06 18:58:00,21
2019-05-06 18:59:00,21
2019-05-06 19:00:00,24
2019-05-06 19:01:00,18
2019-05-06 19:02:00,21
2019-05-06 19:03:00,18
2019-05-06 19:04:00,21
2019-05-06 19:05:00,21
2019-05-06 19:06:00,21
2019-05-06 19:07:00,21
2019-05-06 19:08:00,21
2019-05-06 19:09:00,21
2019-05-06 19:10:00,21
2019-05-06 19:11:00,21
2019-05-06 19:12:00,20
2019-05-06 19:13:00,19
2019-05-06 19:14:00,21
2019-05-06 19:15:00,24
2019-05-06 19:16:00,21
2019-05-06 19:17:00,24
2019-05-06 19:18:00,21
2019-05-06 19:19:00,21
2019-05-06 19:20:00,21
2019-05-06 19:21:00,24
2019-05-06 19:22:00,20
2019-05-06 19:23:00,22
2019-05-06 19:24:00,21
2019-05-06 19:25:00,21
2019-05-06 19:26:00,21
2019-05-06 19:27:00,12
2019-05-06 19:28:00,9
