3,"SELECT   s.ObjID as #objid,   s.ra,   s.dec,   s.l,   s.b,   s.psfMag_u - s.extinction_u as u0,   s.psfMag_g - s.extinction_g as g0,   s.psfMag_r - s.extinction_r as r0,   (s.psfMag_u - s.extinction_u) - (s.psfMag_g - s.extinction_g) as umg,   (s.psfMag_g - s.extinction_g) - (s.psfMag_r - s.extinction_r) as gmr,   sp.LOGGWBG as logg,   sp.LOGGWBGUNC as logg_err,   sp.FEHWBG as feh,   sp.FEHWBGUNC as feh_err,   sp.ELODIERVFINAL as vr,   sp.ELODIERVFINALERR as vr_err  INTO mydb.first_quad_bhbs_dr1#_# FROM Star s JOIN sppParams sp ON s.ObjID = sp.BESTOBJID WHERE   (s.psfMag_g - s.extinction_g) - (s.psfMag_r - s.extinction_r) < #   AND (s.psfMag_g - s.extinction_g) - (s.psfMag_r - s.extinction_r) > #   AND (s.psfMag_u - s.extinction_u) - (s.psfMag_g - s.extinction_g) < #   AND (s.psfMag_u - s.extinction_u) - (s.psfMag_g - s.extinction_g) > #   AND sp.LOGGWBG > #   AND sp.LOGGWBG < #   AND s.l > #   AND s.l < #   AND s.b > #   AND s.b < #   AND sciencePrimary = #"
2019-05-06 14:14:00,2
2019-05-06 14:15:00,1
