5,"select s.MinID, N, Nvac, Nmcc, Nvmc, Nown     , MinBlockLot, MaxBlockLot     , IsSameStreet=coalesce(IsSameStreet,#)     , BldgString=BldgGeog.ToString()     from SubBlockFaces s         cross apply (             select MinID, MinBlockLot=MIN(BlockLot), MaxBlockLot=MAX(BlockLot)             from RealGroups g                 join RealPropertiesAll r on r.ID=g.ID             where s.MinID=g.MinID and Neighborhood like &&&             group by g.MinID         ) x     where Nvac > #"
2019-05-06 09:31:00,4
2019-05-06 09:32:00,1
