271,select * from Frame where fieldId=#
2019-05-06 02:01:00,4
2019-05-06 06:26:00,3
2019-05-06 06:27:00,4
2019-05-06 06:28:00,5
2019-05-06 06:29:00,5
2019-05-06 06:30:00,1
2019-05-06 07:03:00,24
2019-05-06 11:51:00,9
2019-05-06 11:52:00,6
2019-05-06 11:56:00,1
2019-05-06 14:21:00,12
2019-05-06 14:24:00,7
2019-05-06 15:37:00,29
2019-05-06 15:38:00,32
2019-05-06 15:39:00,2
2019-05-06 17:53:00,8
2019-05-06 17:54:00,11
2019-05-06 17:58:00,7
2019-05-06 17:59:00,11
2019-05-06 18:00:00,1
2019-05-06 18:06:00,16
2019-05-06 18:07:00,27
2019-05-06 19:25:00,4
2019-05-06 20:15:00,1
2019-05-06 21:07:00,8
2019-05-06 22:55:00,3
2019-05-06 22:56:00,16
2019-05-06 22:57:00,13
2019-05-06 23:06:00,1
