16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-23 14:39:00,1
2019-08-23 14:41:00,1
2019-08-23 14:43:00,1
2019-08-23 14:46:00,1
2019-08-23 14:48:00,1
2019-08-23 14:52:00,1
2019-08-23 14:55:00,1
2019-08-23 14:58:00,1
2019-08-23 15:00:00,1
2019-08-23 15:12:00,1
2019-08-23 15:17:00,1
2019-08-23 15:21:00,1
2019-08-23 15:25:00,1
2019-08-23 15:27:00,1
2019-08-23 15:31:00,1
2019-08-23 15:39:00,1
