46,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-23 05:04:00,2
2019-08-23 05:05:00,3
2019-08-23 05:07:00,1
2019-08-23 05:11:00,2
2019-08-23 05:15:00,5
2019-08-23 05:16:00,2
2019-08-23 05:18:00,1
2019-08-23 05:25:00,2
2019-08-23 05:26:00,3
2019-08-23 05:28:00,1
2019-08-23 05:35:00,4
2019-08-23 05:36:00,4
2019-08-23 05:38:00,1
2019-08-23 05:42:00,2
2019-08-23 05:46:00,8
2019-08-23 05:49:00,3
2019-08-23 05:52:00,1
2019-08-23 05:53:00,1
