54,select * from SpecLine where specObjId=#
2019-08-23 00:08:00,1
2019-08-23 00:10:00,1
2019-08-23 01:11:00,1
2019-08-23 01:35:00,1
2019-08-23 01:38:00,1
2019-08-23 02:37:00,1
2019-08-23 03:08:00,1
2019-08-23 03:35:00,1
2019-08-23 03:45:00,1
2019-08-23 03:47:00,1
2019-08-23 04:06:00,1
2019-08-23 04:07:00,1
2019-08-23 04:12:00,1
2019-08-23 04:52:00,1
2019-08-23 05:38:00,1
2019-08-23 05:39:00,1
2019-08-23 05:40:00,1
2019-08-23 06:09:00,1
2019-08-23 06:10:00,1
2019-08-23 06:16:00,1
2019-08-23 06:41:00,1
2019-08-23 06:55:00,1
2019-08-23 07:34:00,1
2019-08-23 07:39:00,1
2019-08-23 07:43:00,1
2019-08-23 08:09:00,1
2019-08-23 08:11:00,1
2019-08-23 09:01:00,1
2019-08-23 09:10:00,1
2019-08-23 09:34:00,1
2019-08-23 09:38:00,1
2019-08-23 09:46:00,1
2019-08-23 10:06:00,1
2019-08-23 10:38:00,1
2019-08-23 11:06:00,1
2019-08-23 11:17:00,1
2019-08-23 12:36:00,1
2019-08-23 12:37:00,1
2019-08-23 13:08:00,1
2019-08-23 13:09:00,1
2019-08-23 13:19:00,1
2019-08-23 14:01:00,1
2019-08-23 14:27:00,1
2019-08-23 15:13:00,1
2019-08-23 15:17:00,1
2019-08-23 15:33:00,2
2019-08-23 16:22:00,1
2019-08-23 16:46:00,1
2019-08-23 20:25:00,1
2019-08-23 20:43:00,1
2019-08-23 20:45:00,1
2019-08-23 20:49:00,1
2019-08-23 22:14:00,1
