193,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-08-23 20:45:00,1
2019-08-23 20:50:00,1
2019-08-23 20:51:00,1
2019-08-23 20:57:00,4
2019-08-23 20:58:00,4
2019-08-23 20:59:00,4
2019-08-23 21:00:00,3
2019-08-23 21:01:00,4
2019-08-23 21:02:00,4
2019-08-23 21:03:00,3
2019-08-23 21:04:00,4
2019-08-23 21:05:00,3
2019-08-23 21:06:00,3
2019-08-23 21:07:00,3
2019-08-23 21:08:00,4
2019-08-23 21:09:00,3
2019-08-23 21:10:00,3
2019-08-23 21:11:00,4
2019-08-23 21:12:00,3
2019-08-23 21:13:00,4
2019-08-23 21:14:00,3
2019-08-23 21:15:00,3
2019-08-23 21:16:00,4
2019-08-23 21:17:00,3
2019-08-23 21:18:00,4
2019-08-23 21:19:00,4
2019-08-23 21:20:00,3
2019-08-23 21:21:00,3
2019-08-23 21:22:00,5
2019-08-23 21:23:00,3
2019-08-23 21:24:00,4
2019-08-23 21:25:00,3
2019-08-23 21:26:00,4
2019-08-23 21:27:00,4
2019-08-23 21:28:00,3
2019-08-23 21:29:00,4
2019-08-23 21:30:00,4
2019-08-23 21:31:00,4
2019-08-23 21:32:00,4
2019-08-23 21:33:00,4
2019-08-23 21:34:00,3
2019-08-23 21:35:00,4
2019-08-23 21:36:00,3
2019-08-23 21:37:00,4
2019-08-23 21:38:00,4
2019-08-23 21:39:00,3
2019-08-23 21:40:00,4
2019-08-23 21:41:00,4
2019-08-23 21:42:00,4
2019-08-23 21:43:00,3
2019-08-23 21:44:00,4
2019-08-23 21:45:00,3
2019-08-23 21:46:00,4
2019-08-23 21:47:00,3
2019-08-23 21:48:00,4
2019-08-23 21:49:00,3
