48,"select                                                                                   G.objID, G.ra as ra2, G.dec as dec2,                                                       G.petroMag_u, G.petroMag_g, G.petroMag_r, G.petroMag_i, G.petroMag_z,                      G.petroMagErr_u, G.petroMagErr_g, G.petroMagErr_r, G.petroMagErr_i, G.petroMagErr_z,       ph.z as z2                                                                          from                                                                                              Galaxy as G, dbo.fGetNearbyObjEq(#,#,#) as N, photoz as ph                       where                                                                                             G.objID = N.objID and                                                                      ph.objID = N.objID and                                                                     ph.z>       z_spec       -------------------           #           #           # #           #           #           #           #                 ...           #           #           #           #           #            # #           #           # Length = # rows and                                                                                ph.z<       z_spec       -------------------           #           #           #           #           #           # # #                 ...           #           #           # #           #            # #           #           # Length = # rows                                                                             order by G.petroMag_r"
2019-08-23 15:17:00,11
2019-08-23 15:18:00,27
2019-08-23 15:19:00,10
