10,SELECT * FROM WISE_AGN_R9#_ptsrc_VIZIER1#_SDSSspecDR1#_#as
2019-08-23 10:43:00,2
2019-08-23 10:44:00,5
2019-08-23 10:45:00,1
2019-08-23 10:46:00,1
2019-08-23 10:47:00,1
