99,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-23 04:23:00,1
2019-08-23 04:34:00,2
2019-08-23 04:35:00,3
2019-08-23 04:36:00,1
2019-08-23 04:40:00,1
2019-08-23 07:03:00,1
2019-08-23 07:16:00,2
2019-08-23 07:17:00,2
2019-08-23 07:26:00,1
2019-08-23 07:29:00,1
2019-08-23 07:37:00,2
2019-08-23 07:38:00,1
2019-08-23 07:41:00,1
2019-08-23 07:52:00,1
2019-08-23 07:55:00,2
2019-08-23 07:59:00,1
2019-08-23 08:01:00,1
2019-08-23 08:10:00,2
2019-08-23 08:11:00,1
2019-08-23 09:24:00,1
2019-08-23 09:54:00,1
2019-08-23 10:03:00,1
2019-08-23 10:22:00,1
2019-08-23 10:31:00,1
2019-08-23 10:54:00,2
2019-08-23 10:55:00,3
2019-08-23 11:22:00,1
2019-08-23 11:25:00,1
2019-08-23 11:55:00,4
2019-08-23 12:23:00,1
2019-08-23 13:00:00,1
2019-08-23 13:01:00,1
2019-08-23 13:02:00,1
2019-08-23 13:04:00,2
2019-08-23 13:05:00,1
2019-08-23 13:06:00,10
2019-08-23 13:07:00,7
2019-08-23 13:09:00,8
2019-08-23 13:10:00,4
2019-08-23 13:12:00,3
2019-08-23 13:13:00,4
2019-08-23 13:16:00,6
2019-08-23 18:21:00,1
2019-08-23 18:32:00,1
2019-08-23 18:33:00,1
2019-08-23 18:37:00,1
2019-08-23 19:29:00,1
2019-08-23 19:31:00,1
2019-08-23 23:05:00,1
