56,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-12-15 01:38:00,1
2019-12-15 01:41:00,1
2019-12-15 01:44:00,1
2019-12-15 11:00:00,1
2019-12-15 11:01:00,1
2019-12-15 11:02:00,1
2019-12-15 11:03:00,1
2019-12-15 11:05:00,1
2019-12-15 15:11:00,1
2019-12-15 15:13:00,1
2019-12-15 15:26:00,1
2019-12-15 15:43:00,1
2019-12-15 15:54:00,1
2019-12-15 16:00:00,1
2019-12-15 16:11:00,1
2019-12-15 16:19:00,1
2019-12-15 16:29:00,1
2019-12-15 16:32:00,1
2019-12-15 16:40:00,1
2019-12-15 16:47:00,1
2019-12-15 16:52:00,1
2019-12-15 16:59:00,1
2019-12-15 17:07:00,1
2019-12-15 17:13:00,1
2019-12-15 17:39:00,1
2019-12-15 17:40:00,1
2019-12-15 17:41:00,1
2019-12-15 17:47:00,1
2019-12-15 17:55:00,1
2019-12-15 17:56:00,1
2019-12-15 17:57:00,1
2019-12-15 17:58:00,1
2019-12-15 18:02:00,1
2019-12-15 18:14:00,1
2019-12-15 18:16:00,1
2019-12-15 18:29:00,1
2019-12-15 18:37:00,1
2019-12-15 18:44:00,1
2019-12-15 18:56:00,1
2019-12-15 18:58:00,1
2019-12-15 19:03:00,1
2019-12-15 19:05:00,1
2019-12-15 19:08:00,1
2019-12-15 19:10:00,1
2019-12-15 19:13:00,1
2019-12-15 19:15:00,1
2019-12-15 19:20:00,1
2019-12-15 19:23:00,1
2019-12-15 19:25:00,1
2019-12-15 19:28:00,1
2019-12-15 19:30:00,1
2019-12-15 19:33:00,1
2019-12-15 19:35:00,1
2019-12-15 19:38:00,1
2019-12-15 19:40:00,1
2019-12-15 21:32:00,1
