2,"INSERT INTO edu_MTABusRoutes values(#,&&&,geography::STLineFromText(&&&,#)) INSERT INTO edu_MTABusRoutes values(#,&&&,geography::STLineFromText('LINESTRING(# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,# #,#"
2019-12-15 07:17:00,1
2019-12-15 08:04:00,1
