522,select * from fDocFunctionParams(&&&)
2019-12-15 01:06:00,1
2019-12-15 03:33:00,39
2019-12-15 03:40:00,2
2019-12-15 03:41:00,65
2019-12-15 03:42:00,86
2019-12-15 03:43:00,26
2019-12-15 03:50:00,31
2019-12-15 03:51:00,81
2019-12-15 03:52:00,73
2019-12-15 03:59:00,19
2019-12-15 04:00:00,36
2019-12-15 04:41:00,2
2019-12-15 05:01:00,2
2019-12-15 06:20:00,3
2019-12-15 07:31:00,2
2019-12-15 08:14:00,2
2019-12-15 09:20:00,3
2019-12-15 09:24:00,2
2019-12-15 09:35:00,3
2019-12-15 09:51:00,3
2019-12-15 09:53:00,3
2019-12-15 10:35:00,1
2019-12-15 11:10:00,3
2019-12-15 12:45:00,1
2019-12-15 14:14:00,3
2019-12-15 15:11:00,1
2019-12-15 15:57:00,2
2019-12-15 15:58:00,1
2019-12-15 16:26:00,1
2019-12-15 17:37:00,2
2019-12-15 18:21:00,2
2019-12-15 18:36:00,3
2019-12-15 19:12:00,6
2019-12-15 19:35:00,3
2019-12-15 19:56:00,1
2019-12-15 21:26:00,3
2019-12-15 22:03:00,3
2019-12-15 22:49:00,1
2019-12-15 22:50:00,1
