20,select * from emissionLinesPort where specObjId=#
2019-12-15 00:13:00,1
2019-12-15 07:57:00,1
2019-12-15 09:30:00,1
2019-12-15 10:23:00,1
2019-12-15 11:34:00,1
2019-12-15 11:40:00,1
2019-12-15 12:17:00,1
2019-12-15 12:50:00,1
2019-12-15 13:19:00,1
2019-12-15 14:34:00,1
2019-12-15 15:02:00,1
2019-12-15 15:53:00,1
2019-12-15 17:38:00,1
2019-12-15 17:44:00,1
2019-12-15 18:50:00,1
2019-12-15 18:52:00,1
2019-12-15 20:42:00,1
2019-12-15 20:55:00,1
2019-12-15 21:03:00,1
2019-12-15 21:15:00,1
