23,select * from SpecLine where specObjId=#
2019-12-15 02:18:00,1
2019-12-15 03:11:00,1
2019-12-15 04:19:00,1
2019-12-15 06:05:00,1
2019-12-15 06:35:00,1
2019-12-15 07:30:00,1
2019-12-15 07:53:00,1
2019-12-15 08:46:00,1
2019-12-15 11:27:00,1
2019-12-15 11:50:00,1
2019-12-15 13:17:00,1
2019-12-15 13:37:00,2
2019-12-15 14:21:00,1
2019-12-15 14:38:00,1
2019-12-15 17:54:00,1
2019-12-15 18:08:00,1
2019-12-15 18:15:00,1
2019-12-15 19:52:00,1
2019-12-15 20:49:00,1
2019-12-15 21:05:00,2
2019-12-15 22:52:00,1
