24,select * from ELRedshift where specObjId=#
2019-12-15 01:23:00,1
2019-12-15 01:57:00,1
2019-12-15 02:22:00,1
2019-12-15 02:55:00,1
2019-12-15 03:35:00,1
2019-12-15 04:19:00,1
2019-12-15 04:46:00,1
2019-12-15 05:38:00,1
2019-12-15 06:04:00,3
2019-12-15 10:04:00,1
2019-12-15 12:48:00,1
2019-12-15 13:19:00,1
2019-12-15 13:52:00,1
2019-12-15 14:08:00,1
2019-12-15 14:58:00,1
2019-12-15 16:31:00,1
2019-12-15 18:09:00,1
2019-12-15 18:42:00,1
2019-12-15 19:32:00,1
2019-12-15 20:00:00,1
2019-12-15 20:49:00,1
2019-12-15 22:02:00,1
