62,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-15 04:18:00,1
2019-12-15 09:25:00,1
2019-12-15 20:34:00,2
2019-12-15 20:35:00,6
2019-12-15 20:37:00,4
2019-12-15 20:38:00,4
2019-12-15 20:39:00,6
2019-12-15 20:40:00,4
2019-12-15 20:41:00,2
2019-12-15 20:42:00,4
2019-12-15 20:43:00,4
2019-12-15 20:44:00,4
2019-12-15 20:45:00,6
2019-12-15 20:46:00,6
2019-12-15 20:47:00,4
2019-12-15 20:48:00,2
2019-12-15 20:49:00,2
