36,select * from galSpecInfo where specObjId=#
2019-12-15 00:18:00,1
2019-12-15 00:20:00,1
2019-12-15 00:39:00,1
2019-12-15 00:42:00,4
2019-12-15 00:43:00,5
2019-12-15 01:06:00,1
2019-12-15 01:30:00,1
2019-12-15 02:21:00,1
2019-12-15 03:02:00,1
2019-12-15 03:07:00,1
2019-12-15 04:17:00,1
2019-12-15 04:42:00,1
2019-12-15 05:42:00,2
2019-12-15 06:35:00,1
2019-12-15 06:43:00,1
2019-12-15 07:22:00,1
2019-12-15 08:51:00,1
2019-12-15 10:56:00,1
2019-12-15 11:08:00,1
2019-12-15 11:11:00,1
2019-12-15 11:45:00,1
2019-12-15 15:36:00,1
2019-12-15 15:58:00,1
2019-12-15 16:19:00,1
2019-12-15 18:09:00,1
2019-12-15 20:29:00,1
2019-12-15 20:42:00,1
2019-12-15 23:42:00,1
