6526,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between # and # and dec between # and # AND flags & dbo.fPhotoFlags(&&&) = # and clean = #"
2019-12-18 20:23:00,16
2019-12-18 20:24:00,31
2019-12-18 20:25:00,28
2019-12-18 20:26:00,27
2019-12-18 20:27:00,25
2019-12-18 20:28:00,30
2019-12-18 20:29:00,28
2019-12-18 20:30:00,20
2019-12-18 20:31:00,27
2019-12-18 20:32:00,23
2019-12-18 20:33:00,29
2019-12-18 20:34:00,24
2019-12-18 20:35:00,22
2019-12-18 20:36:00,19
2019-12-18 20:37:00,21
2019-12-18 20:38:00,17
2019-12-18 20:39:00,24
2019-12-18 20:40:00,26
2019-12-18 20:41:00,30
2019-12-18 20:42:00,28
2019-12-18 20:43:00,21
2019-12-18 20:44:00,24
2019-12-18 20:45:00,23
2019-12-18 20:46:00,26
2019-12-18 20:47:00,12
2019-12-18 20:48:00,23
2019-12-18 20:49:00,19
2019-12-18 20:50:00,24
2019-12-18 20:51:00,12
2019-12-18 20:52:00,17
2019-12-18 20:53:00,17
2019-12-18 20:54:00,15
2019-12-18 20:55:00,9
2019-12-18 20:56:00,21
2019-12-18 20:57:00,22
2019-12-18 20:58:00,25
2019-12-18 20:59:00,13
2019-12-18 21:00:00,23
2019-12-18 21:01:00,27
2019-12-18 21:02:00,50
2019-12-18 21:03:00,34
2019-12-18 21:04:00,29
2019-12-18 21:05:00,15
2019-12-18 21:06:00,27
2019-12-18 21:07:00,33
2019-12-18 21:08:00,9
2019-12-18 21:09:00,27
2019-12-18 21:10:00,17
2019-12-18 21:11:00,19
2019-12-18 21:12:00,28
2019-12-18 21:13:00,19
2019-12-18 21:14:00,14
2019-12-18 21:15:00,20
2019-12-18 21:16:00,34
2019-12-18 21:17:00,25
2019-12-18 21:18:00,29
2019-12-18 21:19:00,22
2019-12-18 21:20:00,31
2019-12-18 21:21:00,30
2019-12-18 21:22:00,24
2019-12-18 21:23:00,14
2019-12-18 21:24:00,16
2019-12-18 21:25:00,14
2019-12-18 21:26:00,13
2019-12-18 21:27:00,12
2019-12-18 21:28:00,18
2019-12-18 21:29:00,15
2019-12-18 21:30:00,11
2019-12-18 21:31:00,14
2019-12-18 21:32:00,14
2019-12-18 21:33:00,12
2019-12-18 21:34:00,14
2019-12-18 21:35:00,13
2019-12-18 21:36:00,16
2019-12-18 21:37:00,13
2019-12-18 21:38:00,11
2019-12-18 21:39:00,7
2019-12-18 21:40:00,13
2019-12-18 21:41:00,13
2019-12-18 21:42:00,11
2019-12-18 21:43:00,12
2019-12-18 21:44:00,12
2019-12-18 21:45:00,8
2019-12-18 21:46:00,10
2019-12-18 21:47:00,9
2019-12-18 21:48:00,12
2019-12-18 21:49:00,12
2019-12-18 21:50:00,12
2019-12-18 21:51:00,12
2019-12-18 21:52:00,8
2019-12-18 21:53:00,8
2019-12-18 21:54:00,5
2019-12-18 21:55:00,11
2019-12-18 21:56:00,10
2019-12-18 21:57:00,12
2019-12-18 21:58:00,11
2019-12-18 21:59:00,14
2019-12-18 22:00:00,6
2019-12-18 22:01:00,7
2019-12-18 22:02:00,14
2019-12-18 22:03:00,10
2019-12-18 22:04:00,13
2019-12-18 22:05:00,6
2019-12-18 22:06:00,15
2019-12-18 22:07:00,11
2019-12-18 22:08:00,7
2019-12-18 22:09:00,11
2019-12-18 22:10:00,15
2019-12-18 22:11:00,11
2019-12-18 22:12:00,16
2019-12-18 22:13:00,9
2019-12-18 22:14:00,12
2019-12-18 22:15:00,11
2019-12-18 22:16:00,12
2019-12-18 22:17:00,11
2019-12-18 22:18:00,17
2019-12-18 22:19:00,9
2019-12-18 22:20:00,15
2019-12-18 22:21:00,9
2019-12-18 22:22:00,14
2019-12-18 22:23:00,20
2019-12-18 22:24:00,13
2019-12-18 22:25:00,8
2019-12-18 22:26:00,21
2019-12-18 22:27:00,12
2019-12-18 22:28:00,18
2019-12-18 22:29:00,13
2019-12-18 22:30:00,17
2019-12-18 22:31:00,18
2019-12-18 22:32:00,17
2019-12-18 22:33:00,15
2019-12-18 22:34:00,19
2019-12-18 22:35:00,15
2019-12-18 22:36:00,15
2019-12-18 22:37:00,17
2019-12-18 22:38:00,18
2019-12-18 22:39:00,12
2019-12-18 22:40:00,20
2019-12-18 22:41:00,16
2019-12-18 22:42:00,12
2019-12-18 22:43:00,18
2019-12-18 22:44:00,15
2019-12-18 22:45:00,20
2019-12-18 22:46:00,19
2019-12-18 22:47:00,18
2019-12-18 22:48:00,16
2019-12-18 22:49:00,19
2019-12-18 22:50:00,17
2019-12-18 22:51:00,16
2019-12-18 22:52:00,18
2019-12-18 22:53:00,18
2019-12-18 22:54:00,16
2019-12-18 22:55:00,22
2019-12-18 22:56:00,19
2019-12-18 22:57:00,19
2019-12-18 22:58:00,17
2019-12-18 22:59:00,25
2019-12-18 23:00:00,19
2019-12-18 23:01:00,16
2019-12-18 23:02:00,20
2019-12-18 23:03:00,20
2019-12-18 23:04:00,20
2019-12-18 23:05:00,21
2019-12-18 23:06:00,23
2019-12-18 23:07:00,18
2019-12-18 23:08:00,22
2019-12-18 23:09:00,22
2019-12-18 23:10:00,23
2019-12-18 23:11:00,21
2019-12-18 23:12:00,20
2019-12-18 23:13:00,24
2019-12-18 23:14:00,19
2019-12-18 23:15:00,18
2019-12-18 23:16:00,23
2019-12-18 23:17:00,20
2019-12-18 23:18:00,19
2019-12-18 23:19:00,20
2019-12-18 23:20:00,25
2019-12-18 23:21:00,16
2019-12-18 23:22:00,21
2019-12-18 23:23:00,23
2019-12-18 23:24:00,19
2019-12-18 23:25:00,22
2019-12-18 23:26:00,19
2019-12-18 23:27:00,20
2019-12-18 23:28:00,24
2019-12-18 23:29:00,21
2019-12-18 23:30:00,18
2019-12-18 23:31:00,20
2019-12-18 23:32:00,23
2019-12-18 23:33:00,21
2019-12-18 23:34:00,20
2019-12-18 23:35:00,22
2019-12-18 23:36:00,25
2019-12-18 23:37:00,18
2019-12-18 23:38:00,22
2019-12-18 23:39:00,18
2019-12-18 23:40:00,20
2019-12-18 23:41:00,24
2019-12-18 23:42:00,23
2019-12-18 23:43:00,21
2019-12-18 23:44:00,20
2019-12-18 23:45:00,24
2019-12-18 23:46:00,19
2019-12-18 23:47:00,20
2019-12-18 23:48:00,25
2019-12-18 23:49:00,22
2019-12-18 23:50:00,22
2019-12-18 23:51:00,21
2019-12-18 23:52:00,27
2019-12-18 23:53:00,20
2019-12-18 23:54:00,19
2019-12-18 23:55:00,20
2019-12-18 23:56:00,16
2019-12-18 23:57:00,20
2019-12-18 23:58:00,22
2019-12-18 23:59:00,9
