6,"SELECT   p.objID, p.ra, p.dec, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.extinction_u, p.extinction_g, p.extinction_r, p.extinction_i, p.extinction_z, z.z, z.zErr, z.chiSq, r.stripe  into mydb.MyTable2# from PhotoPrimary AS p JOIN Field AS f ON f.fieldid = p.fieldid JOIN Run AS r ON f.run = r.run     LEFT OUTER JOIN photoz AS z ON p.objID = z.objID WHERE   ((p.dered_g < #) OR (p.dered_r < #) OR (p.dered_i < #))   and (p.type=#)   and (p.modelMag_r>#)   and (p.modelMag_r<=#)"
2019-12-18 00:03:00,1
2019-12-18 00:10:00,1
2019-12-18 00:17:00,1
2019-12-18 00:22:00,1
2019-12-18 00:28:00,1
2019-12-18 00:33:00,1
