129,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-12-18 02:16:00,1
2019-12-18 02:17:00,5
2019-12-18 02:18:00,5
2019-12-18 02:19:00,1
2019-12-18 02:48:00,4
2019-12-18 02:49:00,4
2019-12-18 02:50:00,4
2019-12-18 02:51:00,2
2019-12-18 03:03:00,1
2019-12-18 20:43:00,5
2019-12-18 20:44:00,10
2019-12-18 20:45:00,20
2019-12-18 20:46:00,19
2019-12-18 20:47:00,16
2019-12-18 20:48:00,13
2019-12-18 20:49:00,7
2019-12-18 21:07:00,7
2019-12-18 21:08:00,5
