268,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-12-18 00:09:00,1
2019-12-18 00:19:00,1
2019-12-18 00:21:00,1
2019-12-18 00:26:00,1
2019-12-18 00:39:00,1
2019-12-18 00:45:00,2
2019-12-18 01:24:00,1
2019-12-18 01:30:00,1
2019-12-18 01:33:00,2
2019-12-18 01:38:00,1
2019-12-18 01:47:00,2
2019-12-18 01:48:00,1
2019-12-18 01:57:00,2
2019-12-18 02:04:00,1
2019-12-18 02:08:00,1
2019-12-18 02:26:00,1
2019-12-18 02:27:00,1
2019-12-18 02:49:00,1
2019-12-18 02:52:00,1
2019-12-18 02:53:00,1
2019-12-18 02:57:00,1
2019-12-18 03:20:00,1
2019-12-18 03:24:00,1
2019-12-18 03:26:00,3
2019-12-18 03:56:00,1
2019-12-18 04:04:00,1
2019-12-18 04:15:00,1
2019-12-18 04:27:00,1
2019-12-18 04:40:00,1
2019-12-18 04:44:00,1
2019-12-18 04:46:00,1
2019-12-18 04:55:00,1
2019-12-18 05:02:00,1
2019-12-18 05:12:00,1
2019-12-18 05:21:00,1
2019-12-18 05:30:00,1
2019-12-18 05:38:00,1
2019-12-18 06:08:00,1
2019-12-18 06:13:00,3
2019-12-18 06:17:00,1
2019-12-18 06:18:00,1
2019-12-18 06:19:00,1
2019-12-18 06:20:00,1
2019-12-18 06:23:00,1
2019-12-18 06:24:00,1
2019-12-18 06:28:00,1
2019-12-18 06:30:00,5
2019-12-18 06:32:00,2
2019-12-18 06:36:00,1
2019-12-18 06:41:00,1
2019-12-18 06:45:00,1
2019-12-18 06:47:00,3
2019-12-18 06:48:00,1
2019-12-18 06:54:00,1
2019-12-18 07:04:00,1
2019-12-18 07:09:00,2
2019-12-18 07:13:00,1
2019-12-18 07:24:00,1
2019-12-18 07:31:00,1
2019-12-18 07:33:00,1
2019-12-18 07:36:00,1
2019-12-18 07:46:00,1
2019-12-18 07:47:00,1
2019-12-18 07:50:00,1
2019-12-18 07:55:00,1
2019-12-18 07:57:00,1
2019-12-18 07:58:00,1
2019-12-18 08:15:00,2
2019-12-18 08:21:00,1
2019-12-18 08:27:00,1
2019-12-18 08:29:00,2
2019-12-18 08:36:00,1
2019-12-18 08:47:00,2
2019-12-18 08:51:00,1
2019-12-18 08:53:00,1
2019-12-18 09:04:00,1
2019-12-18 09:10:00,1
2019-12-18 09:22:00,1
2019-12-18 09:27:00,1
2019-12-18 09:30:00,1
2019-12-18 09:32:00,1
2019-12-18 09:38:00,1
2019-12-18 10:10:00,1
2019-12-18 10:14:00,1
2019-12-18 10:15:00,1
2019-12-18 10:21:00,1
2019-12-18 10:22:00,2
2019-12-18 10:29:00,1
2019-12-18 10:31:00,1
2019-12-18 10:38:00,1
2019-12-18 10:46:00,2
2019-12-18 10:52:00,1
2019-12-18 10:57:00,1
2019-12-18 11:00:00,1
2019-12-18 11:24:00,1
2019-12-18 11:25:00,1
2019-12-18 11:37:00,3
2019-12-18 11:50:00,1
2019-12-18 11:51:00,1
2019-12-18 11:56:00,2
2019-12-18 12:01:00,1
2019-12-18 12:04:00,3
2019-12-18 12:23:00,1
2019-12-18 12:26:00,1
2019-12-18 12:29:00,1
2019-12-18 12:30:00,1
2019-12-18 12:31:00,1
2019-12-18 12:33:00,1
2019-12-18 12:41:00,1
2019-12-18 12:45:00,1
2019-12-18 12:47:00,1
2019-12-18 13:10:00,1
2019-12-18 13:14:00,2
2019-12-18 13:16:00,2
2019-12-18 13:19:00,1
2019-12-18 13:22:00,1
2019-12-18 13:36:00,1
2019-12-18 13:48:00,1
2019-12-18 13:53:00,2
2019-12-18 13:55:00,2
2019-12-18 14:01:00,1
2019-12-18 14:13:00,1
2019-12-18 14:15:00,1
2019-12-18 14:21:00,1
2019-12-18 14:23:00,1
2019-12-18 14:24:00,1
2019-12-18 14:45:00,1
2019-12-18 14:46:00,1
2019-12-18 15:03:00,1
2019-12-18 15:04:00,1
2019-12-18 15:07:00,1
2019-12-18 15:10:00,1
2019-12-18 15:14:00,2
2019-12-18 15:21:00,1
2019-12-18 15:28:00,1
2019-12-18 15:41:00,1
2019-12-18 15:44:00,2
2019-12-18 15:45:00,1
2019-12-18 16:17:00,1
2019-12-18 16:28:00,1
2019-12-18 16:35:00,1
2019-12-18 16:36:00,1
2019-12-18 16:45:00,1
2019-12-18 16:53:00,2
2019-12-18 16:55:00,1
2019-12-18 17:01:00,2
2019-12-18 17:04:00,1
2019-12-18 17:06:00,1
2019-12-18 17:07:00,1
2019-12-18 17:14:00,1
2019-12-18 17:21:00,1
2019-12-18 17:29:00,1
2019-12-18 17:31:00,2
2019-12-18 17:56:00,1
2019-12-18 18:04:00,1
2019-12-18 18:06:00,1
2019-12-18 18:07:00,1
2019-12-18 18:09:00,1
2019-12-18 18:17:00,1
2019-12-18 18:18:00,1
2019-12-18 18:19:00,1
2019-12-18 18:22:00,2
2019-12-18 18:24:00,2
2019-12-18 18:27:00,1
2019-12-18 18:30:00,1
2019-12-18 18:36:00,1
2019-12-18 18:40:00,1
2019-12-18 18:45:00,1
2019-12-18 18:51:00,1
2019-12-18 18:53:00,3
2019-12-18 18:56:00,3
2019-12-18 18:57:00,1
2019-12-18 19:06:00,1
2019-12-18 19:17:00,1
2019-12-18 19:25:00,1
2019-12-18 19:31:00,1
2019-12-18 19:32:00,1
2019-12-18 19:42:00,1
2019-12-18 19:48:00,1
2019-12-18 19:58:00,1
2019-12-18 20:05:00,1
2019-12-18 20:06:00,1
2019-12-18 20:08:00,1
2019-12-18 20:09:00,1
2019-12-18 20:32:00,1
2019-12-18 20:34:00,1
2019-12-18 20:37:00,1
2019-12-18 20:40:00,1
2019-12-18 20:44:00,1
2019-12-18 20:49:00,1
2019-12-18 21:02:00,1
2019-12-18 21:05:00,1
2019-12-18 21:07:00,1
2019-12-18 21:22:00,1
2019-12-18 21:26:00,1
2019-12-18 22:00:00,1
2019-12-18 22:14:00,1
2019-12-18 22:20:00,1
2019-12-18 22:23:00,1
2019-12-18 22:40:00,1
2019-12-18 22:42:00,1
2019-12-18 22:50:00,1
2019-12-18 23:12:00,2
2019-12-18 23:14:00,1
2019-12-18 23:17:00,1
2019-12-18 23:19:00,2
2019-12-18 23:20:00,2
2019-12-18 23:24:00,2
2019-12-18 23:28:00,1
2019-12-18 23:29:00,1
2019-12-18 23:34:00,2
2019-12-18 23:42:00,2
2019-12-18 23:46:00,3
2019-12-18 23:49:00,3
2019-12-18 23:56:00,3
