8,select top # * from [SpecPhotoAllJOINstellarMassFGEDTOP1#]
2019-12-18 13:05:00,1
2019-12-18 13:07:00,1
2019-12-18 13:09:00,1
2019-12-18 13:13:00,1
2019-12-18 13:19:00,1
2019-12-18 13:21:00,1
2019-12-18 13:27:00,1
2019-12-18 13:30:00,1
