17,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-12-18 01:00:00,1
2019-12-18 01:29:00,1
2019-12-18 09:24:00,1
2019-12-18 09:26:00,1
2019-12-18 09:29:00,1
2019-12-18 09:34:00,1
2019-12-18 09:43:00,1
2019-12-18 10:00:00,1
2019-12-18 10:12:00,1
2019-12-18 10:22:00,1
2019-12-18 10:31:00,1
2019-12-18 10:48:00,1
2019-12-18 11:07:00,1
2019-12-18 11:09:00,1
2019-12-18 13:11:00,1
2019-12-18 13:20:00,1
2019-12-18 13:37:00,1
