883,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-12-18 06:15:00,2
2019-12-18 06:16:00,5
2019-12-18 06:17:00,3
2019-12-18 20:01:00,6
2019-12-18 20:02:00,4
2019-12-18 20:03:00,3
2019-12-18 20:04:00,18
2019-12-18 20:05:00,6
2019-12-18 20:06:00,5
2019-12-18 20:07:00,5
2019-12-18 20:08:00,3
2019-12-18 20:09:00,5
2019-12-18 20:10:00,18
2019-12-18 20:11:00,3
2019-12-18 20:12:00,3
2019-12-18 20:13:00,4
2019-12-18 20:14:00,3
2019-12-18 20:15:00,7
2019-12-18 20:16:00,4
2019-12-18 20:17:00,6
2019-12-18 20:18:00,4
2019-12-18 20:19:00,7
2019-12-18 20:20:00,4
2019-12-18 20:21:00,4
2019-12-18 20:22:00,4
2019-12-18 20:23:00,4
2019-12-18 20:24:00,3
2019-12-18 20:25:00,5
2019-12-18 20:26:00,3
2019-12-18 20:27:00,4
2019-12-18 20:28:00,3
2019-12-18 20:29:00,4
2019-12-18 20:30:00,7
2019-12-18 20:31:00,1
2019-12-18 20:32:00,5
2019-12-18 20:33:00,4
2019-12-18 20:34:00,3
2019-12-18 20:35:00,5
2019-12-18 20:36:00,1
2019-12-18 21:11:00,42
2019-12-18 21:12:00,85
2019-12-18 21:13:00,8
2019-12-18 21:14:00,18
2019-12-18 21:15:00,17
2019-12-18 21:16:00,10
2019-12-18 21:48:00,2
2019-12-18 21:49:00,5
2019-12-18 21:50:00,7
2019-12-18 21:52:00,7
2019-12-18 21:53:00,7
2019-12-18 21:54:00,13
2019-12-18 21:55:00,4
2019-12-18 21:56:00,5
2019-12-18 21:57:00,3
2019-12-18 21:58:00,4
2019-12-18 21:59:00,3
2019-12-18 22:00:00,6
2019-12-18 22:01:00,4
2019-12-18 22:02:00,4
2019-12-18 22:03:00,3
2019-12-18 22:06:00,4
2019-12-18 22:07:00,3
2019-12-18 22:08:00,7
2019-12-18 22:09:00,17
2019-12-18 22:10:00,6
2019-12-18 22:11:00,4
2019-12-18 22:12:00,3
2019-12-18 22:28:00,3
2019-12-18 22:32:00,2
2019-12-18 22:33:00,9
2019-12-18 22:34:00,4
2019-12-18 22:35:00,7
2019-12-18 22:36:00,7
2019-12-18 22:37:00,9
2019-12-18 22:38:00,5
2019-12-18 22:39:00,7
2019-12-18 22:40:00,3
2019-12-18 22:41:00,5
2019-12-18 22:42:00,2
2019-12-18 22:43:00,5
2019-12-18 22:44:00,2
2019-12-18 22:45:00,5
2019-12-18 22:46:00,2
2019-12-18 22:47:00,3
2019-12-18 22:48:00,17
2019-12-18 22:49:00,4
2019-12-18 22:52:00,2
2019-12-18 22:53:00,7
2019-12-18 22:54:00,4
2019-12-18 22:55:00,4
2019-12-18 22:56:00,4
2019-12-18 22:57:00,4
2019-12-18 22:58:00,5
2019-12-18 22:59:00,4
2019-12-18 23:00:00,4
2019-12-18 23:01:00,5
2019-12-18 23:03:00,2
2019-12-18 23:04:00,5
2019-12-18 23:05:00,4
2019-12-18 23:06:00,8
2019-12-18 23:07:00,9
2019-12-18 23:08:00,13
2019-12-18 23:09:00,4
2019-12-18 23:25:00,8
2019-12-18 23:26:00,9
2019-12-18 23:27:00,6
2019-12-18 23:28:00,4
2019-12-18 23:29:00,9
2019-12-18 23:31:00,2
2019-12-18 23:32:00,11
2019-12-18 23:33:00,13
2019-12-18 23:34:00,3
2019-12-18 23:37:00,1
2019-12-18 23:38:00,8
2019-12-18 23:39:00,5
2019-12-18 23:40:00,10
2019-12-18 23:41:00,7
2019-12-18 23:42:00,6
2019-12-18 23:43:00,7
2019-12-18 23:44:00,8
2019-12-18 23:45:00,7
2019-12-18 23:46:00,8
2019-12-18 23:47:00,7
2019-12-18 23:48:00,6
2019-12-18 23:49:00,11
2019-12-18 23:50:00,9
2019-12-18 23:51:00,1
2019-12-18 23:56:00,10
2019-12-18 23:57:00,9
2019-12-18 23:58:00,5
2019-12-18 23:59:00,15
