35,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-12-18 02:18:00,1
2019-12-18 02:19:00,1
2019-12-18 02:20:00,2
2019-12-18 02:21:00,2
2019-12-18 02:22:00,3
2019-12-18 02:23:00,2
2019-12-18 02:24:00,1
2019-12-18 02:25:00,2
2019-12-18 02:26:00,2
2019-12-18 02:27:00,3
2019-12-18 02:28:00,2
2019-12-18 02:29:00,1
2019-12-18 02:30:00,2
2019-12-18 04:48:00,1
2019-12-18 04:49:00,1
2019-12-18 04:50:00,1
2019-12-18 04:52:00,1
2019-12-18 04:59:00,1
2019-12-18 05:00:00,1
2019-12-18 05:01:00,1
2019-12-18 05:02:00,1
2019-12-18 05:09:00,1
2019-12-18 05:10:00,1
2019-12-18 05:11:00,1
