32,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-14 02:15:00,1
2019-03-14 02:20:00,1
2019-03-14 09:05:00,3
2019-03-14 09:10:00,1
2019-03-14 09:15:00,1
2019-03-14 09:20:00,1
2019-03-14 10:05:00,3
2019-03-14 10:35:00,3
2019-03-14 13:05:00,1
2019-03-14 13:35:00,1
2019-03-14 13:40:00,1
2019-03-14 17:15:00,2
2019-03-14 17:20:00,2
2019-03-14 18:15:00,1
2019-03-14 18:20:00,1
2019-03-14 18:35:00,1
2019-03-14 18:40:00,1
2019-03-14 18:45:00,1
2019-03-14 19:05:00,3
2019-03-14 19:10:00,3
