20,"select p.ra,p.dec,p.mjd,p.u,p.err_u,p.g,p.err_g,p.r,p.err_r,p.i,p.err_i,p.z,p.err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID"
2019-03-14 07:45:00,1
2019-03-14 10:31:00,1
2019-03-14 10:32:00,4
2019-03-14 10:33:00,2
2019-03-14 10:34:00,1
2019-03-14 10:35:00,1
2019-03-14 10:36:00,4
2019-03-14 10:37:00,2
2019-03-14 10:38:00,4
