138,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-14 10:16:00,2
2019-03-14 10:17:00,3
2019-03-14 10:20:00,1
2019-03-14 10:21:00,2
2019-03-14 10:22:00,1
2019-03-14 10:23:00,2
2019-03-14 10:27:00,7
2019-03-14 10:28:00,2
2019-03-14 10:29:00,1
2019-03-14 10:30:00,2
2019-03-14 10:32:00,4
2019-03-14 10:33:00,2
2019-03-14 10:34:00,2
2019-03-14 10:38:00,7
2019-03-14 10:39:00,3
2019-03-14 10:43:00,10
2019-03-14 10:46:00,4
2019-03-14 10:48:00,2
2019-03-14 10:49:00,2
2019-03-14 10:50:00,1
2019-03-14 10:51:00,2
2019-03-14 10:52:00,2
2019-03-14 10:53:00,1
2019-03-14 10:54:00,2
2019-03-14 10:55:00,2
2019-03-14 10:56:00,1
2019-03-14 10:57:00,2
2019-03-14 11:03:00,2
2019-03-14 11:05:00,4
2019-03-14 11:06:00,1
2019-03-14 11:07:00,2
2019-03-14 11:09:00,1
2019-03-14 11:10:00,1
2019-03-14 11:11:00,4
2019-03-14 11:12:00,1
2019-03-14 11:13:00,3
2019-03-14 11:15:00,3
2019-03-14 11:19:00,5
2019-03-14 11:20:00,5
2019-03-14 11:21:00,1
2019-03-14 11:22:00,2
2019-03-14 11:23:00,1
2019-03-14 11:24:00,4
2019-03-14 11:34:00,1
2019-03-14 11:35:00,2
2019-03-14 11:37:00,3
2019-03-14 11:45:00,2
2019-03-14 11:46:00,8
2019-03-14 11:52:00,10
