36,"select  dbo.fInFootprintEq(#,#,# )"
2019-03-14 07:45:00,4
2019-03-14 07:46:00,2
2019-03-14 10:31:00,4
2019-03-14 10:32:00,4
2019-03-14 10:33:00,2
2019-03-14 10:34:00,5
2019-03-14 10:35:00,4
2019-03-14 10:36:00,4
2019-03-14 10:37:00,3
2019-03-14 10:38:00,3
2019-03-14 10:39:00,1
