1337,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-03-14 16:44:00,18
2019-03-14 16:45:00,26
2019-03-14 16:46:00,31
2019-03-14 16:47:00,29
2019-03-14 16:48:00,29
2019-03-14 16:49:00,30
2019-03-14 16:50:00,29
2019-03-14 16:51:00,30
2019-03-14 16:52:00,32
2019-03-14 16:53:00,33
2019-03-14 16:54:00,31
2019-03-14 16:55:00,31
2019-03-14 16:57:00,11
2019-03-14 16:58:00,33
2019-03-14 16:59:00,32
2019-03-14 17:00:00,10
2019-03-14 17:10:00,10
2019-03-14 17:19:00,1
2019-03-14 17:20:00,1
2019-03-14 17:21:00,4
2019-03-14 17:23:00,1
2019-03-14 17:24:00,1
2019-03-14 17:25:00,1
2019-03-14 17:29:00,2
2019-03-14 17:31:00,2
2019-03-14 17:32:00,5
2019-03-14 17:33:00,5
2019-03-14 17:36:00,2
2019-03-14 17:37:00,1
2019-03-14 17:38:00,3
2019-03-14 17:39:00,1
2019-03-14 17:41:00,11
2019-03-14 17:42:00,39
2019-03-14 17:43:00,40
2019-03-14 17:44:00,38
2019-03-14 17:45:00,40
2019-03-14 17:46:00,40
2019-03-14 17:47:00,23
2019-03-14 17:50:00,1
2019-03-14 17:51:00,2
2019-03-14 17:56:00,2
2019-03-14 17:57:00,2
2019-03-14 17:58:00,3
2019-03-14 17:59:00,1
2019-03-14 18:00:00,9
2019-03-14 18:01:00,2
2019-03-14 18:04:00,2
2019-03-14 18:05:00,2
2019-03-14 18:06:00,1
2019-03-14 18:07:00,1
2019-03-14 18:08:00,2
2019-03-14 18:09:00,1
2019-03-14 18:10:00,6
2019-03-14 18:11:00,2
2019-03-14 18:12:00,2
2019-03-14 18:13:00,1
2019-03-14 18:14:00,1
2019-03-14 18:23:00,6
2019-03-14 18:24:00,2
2019-03-14 18:32:00,2
2019-03-14 18:33:00,6
2019-03-14 20:20:00,8
2019-03-14 20:21:00,21
2019-03-14 20:22:00,20
2019-03-14 20:23:00,22
2019-03-14 20:24:00,22
2019-03-14 20:25:00,22
2019-03-14 20:26:00,23
2019-03-14 20:27:00,22
2019-03-14 20:28:00,23
2019-03-14 20:29:00,22
2019-03-14 20:30:00,21
2019-03-14 20:31:00,23
2019-03-14 20:32:00,22
2019-03-14 20:33:00,25
2019-03-14 20:34:00,23
2019-03-14 20:35:00,25
2019-03-14 20:36:00,22
2019-03-14 20:37:00,22
2019-03-14 20:38:00,22
2019-03-14 20:39:00,24
2019-03-14 20:40:00,21
2019-03-14 20:41:00,23
2019-03-14 20:42:00,21
2019-03-14 20:43:00,23
2019-03-14 20:44:00,13
2019-03-14 21:28:00,1
2019-03-14 21:29:00,4
2019-03-14 21:30:00,5
2019-03-14 21:31:00,8
2019-03-14 21:32:00,8
2019-03-14 21:41:00,2
2019-03-14 21:42:00,3
2019-03-14 21:43:00,3
2019-03-14 21:44:00,3
