107316,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-14 00:21:00,5
2019-03-14 00:24:00,4
2019-03-14 00:26:00,15
2019-03-14 00:27:00,3
2019-03-14 00:29:00,2
2019-03-14 00:30:00,31
2019-03-14 00:31:00,10
2019-03-14 00:34:00,5
2019-03-14 00:39:00,32
2019-03-14 00:40:00,15
2019-03-14 00:41:00,1
2019-03-14 00:42:00,18
2019-03-14 00:43:00,387
2019-03-14 00:44:00,1185
2019-03-14 00:48:00,2
2019-03-14 00:50:00,6
2019-03-14 01:01:00,1
2019-03-14 01:02:00,3
2019-03-14 01:03:00,2
2019-03-14 01:04:00,23
2019-03-14 01:05:00,17
2019-03-14 01:06:00,10
2019-03-14 01:07:00,10
2019-03-14 01:08:00,12
2019-03-14 01:09:00,11
2019-03-14 01:10:00,7
2019-03-14 01:11:00,7
2019-03-14 01:12:00,12
2019-03-14 01:13:00,6
2019-03-14 01:14:00,8
2019-03-14 01:15:00,8
2019-03-14 01:16:00,6
2019-03-14 01:17:00,8
2019-03-14 01:18:00,7
2019-03-14 01:19:00,26
2019-03-14 01:20:00,6
2019-03-14 01:21:00,10
2019-03-14 01:22:00,8
2019-03-14 01:23:00,8
2019-03-14 01:24:00,55
2019-03-14 01:25:00,8
2019-03-14 01:26:00,13
2019-03-14 01:27:00,9
2019-03-14 01:28:00,7
2019-03-14 01:29:00,8
2019-03-14 01:30:00,7
2019-03-14 01:31:00,7
2019-03-14 01:32:00,6
2019-03-14 01:33:00,8
2019-03-14 01:34:00,9
2019-03-14 01:35:00,7
2019-03-14 01:36:00,8
2019-03-14 01:37:00,7
2019-03-14 01:38:00,7
2019-03-14 01:39:00,6
2019-03-14 01:40:00,7
2019-03-14 01:41:00,9
2019-03-14 01:42:00,7
2019-03-14 01:43:00,7
2019-03-14 01:44:00,8
2019-03-14 01:45:00,6
2019-03-14 01:46:00,8
2019-03-14 01:47:00,7
2019-03-14 01:48:00,10
2019-03-14 01:49:00,8
2019-03-14 01:50:00,7
2019-03-14 01:51:00,8
2019-03-14 01:52:00,7
2019-03-14 01:53:00,5
2019-03-14 01:54:00,13
2019-03-14 01:55:00,5
2019-03-14 01:56:00,8
2019-03-14 01:57:00,8
2019-03-14 01:58:00,7
2019-03-14 01:59:00,7
2019-03-14 02:00:00,6
2019-03-14 02:01:00,14
2019-03-14 02:02:00,6
2019-03-14 02:03:00,8
2019-03-14 02:04:00,8
2019-03-14 02:05:00,7
2019-03-14 02:06:00,7
2019-03-14 02:07:00,6
2019-03-14 02:08:00,11
2019-03-14 02:09:00,6
2019-03-14 02:10:00,7
2019-03-14 02:11:00,9
2019-03-14 02:12:00,6
2019-03-14 02:13:00,8
2019-03-14 02:14:00,6
2019-03-14 02:15:00,11
2019-03-14 02:16:00,8
2019-03-14 02:17:00,9
2019-03-14 02:18:00,9
2019-03-14 02:19:00,9
2019-03-14 02:20:00,6
2019-03-14 02:21:00,9
2019-03-14 02:22:00,10
2019-03-14 02:23:00,10
2019-03-14 02:24:00,11
2019-03-14 02:25:00,9
2019-03-14 02:26:00,9
2019-03-14 02:27:00,11
2019-03-14 02:28:00,14
2019-03-14 02:29:00,11
2019-03-14 02:30:00,10
2019-03-14 02:31:00,11
2019-03-14 02:32:00,13
2019-03-14 02:33:00,13
2019-03-14 02:34:00,17
2019-03-14 02:35:00,15
2019-03-14 02:36:00,16
2019-03-14 02:37:00,14
2019-03-14 02:38:00,15
2019-03-14 02:39:00,18
2019-03-14 02:40:00,18
2019-03-14 02:41:00,19
