124,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-03-14 00:48:00,1
2019-03-14 01:52:00,1
2019-03-14 02:01:00,1
2019-03-14 02:02:00,1
2019-03-14 02:20:00,1
2019-03-14 02:29:00,2
2019-03-14 02:30:00,1
2019-03-14 02:39:00,1
2019-03-14 02:58:00,1
2019-03-14 03:00:00,1
2019-03-14 03:07:00,1
2019-03-14 03:08:00,1
2019-03-14 03:16:00,1
2019-03-14 03:17:00,1
2019-03-14 03:27:00,1
2019-03-14 03:46:00,1
2019-03-14 03:47:00,1
2019-03-14 03:56:00,1
2019-03-14 03:57:00,1
2019-03-14 04:05:00,1
2019-03-14 04:06:00,1
2019-03-14 04:14:00,1
2019-03-14 04:24:00,1
2019-03-14 04:30:00,1
2019-03-14 04:33:00,1
2019-03-14 04:37:00,1
2019-03-14 04:42:00,1
2019-03-14 04:50:00,1
2019-03-14 05:03:00,1
2019-03-14 05:11:00,1
2019-03-14 05:29:00,1
2019-03-14 05:30:00,1
2019-03-14 05:39:00,1
2019-03-14 05:49:00,2
2019-03-14 06:00:00,1
2019-03-14 06:08:00,1
2019-03-14 06:17:00,1
2019-03-14 06:27:00,1
2019-03-14 06:36:00,1
2019-03-14 06:45:00,1
2019-03-14 06:55:00,1
2019-03-14 07:04:00,1
2019-03-14 07:23:00,1
2019-03-14 07:42:00,1
2019-03-14 07:52:00,1
2019-03-14 07:57:00,1
2019-03-14 07:58:00,1
2019-03-14 07:59:00,1
2019-03-14 08:01:00,1
2019-03-14 08:04:00,1
2019-03-14 08:05:00,1
2019-03-14 08:06:00,2
2019-03-14 08:07:00,3
2019-03-14 08:08:00,2
2019-03-14 08:09:00,1
2019-03-14 08:11:00,1
2019-03-14 08:40:00,1
2019-03-14 08:49:00,1
2019-03-14 08:58:00,1
2019-03-14 09:08:00,1
2019-03-14 09:17:00,1
2019-03-14 09:27:00,1
2019-03-14 09:52:00,1
2019-03-14 12:13:00,1
2019-03-14 12:55:00,1
2019-03-14 13:03:00,1
2019-03-14 13:04:00,1
2019-03-14 13:14:00,1
2019-03-14 13:23:00,1
2019-03-14 13:33:00,1
2019-03-14 13:42:00,1
2019-03-14 13:52:00,1
2019-03-14 14:01:00,1
2019-03-14 14:10:00,1
2019-03-14 14:20:00,1
2019-03-14 14:29:00,1
2019-03-14 14:39:00,1
2019-03-14 14:48:00,1
2019-03-14 14:58:00,1
2019-03-14 15:03:00,1
2019-03-14 15:07:00,1
2019-03-14 15:13:00,1
2019-03-14 15:17:00,1
2019-03-14 15:36:00,1
2019-03-14 15:45:00,1
2019-03-14 15:46:00,1
2019-03-14 15:55:00,1
2019-03-14 16:04:00,1
2019-03-14 16:14:00,2
2019-03-14 16:23:00,1
2019-03-14 16:33:00,1
2019-03-14 16:42:00,1
2019-03-14 16:51:00,1
2019-03-14 17:01:00,1
2019-03-14 17:10:00,1
2019-03-14 17:20:00,1
2019-03-14 17:29:00,1
2019-03-14 17:39:00,1
2019-03-14 17:48:00,1
2019-03-14 17:58:00,1
2019-03-14 18:07:00,1
2019-03-14 18:17:00,1
2019-03-14 18:26:00,1
2019-03-14 18:34:00,1
2019-03-14 18:35:00,1
2019-03-14 18:45:00,1
2019-03-14 18:54:00,1
2019-03-14 19:04:00,1
2019-03-14 19:13:00,1
2019-03-14 19:23:00,1
2019-03-14 19:41:00,1
2019-03-14 19:42:00,1
2019-03-14 19:51:00,1
2019-03-14 20:01:00,1
2019-03-14 20:15:00,1
2019-03-14 20:47:00,1
2019-03-14 22:38:00,1
