21,"select dbo.fSpecidFromSDSS(#, #, #, #) as specObjID"
2019-10-03 12:49:00,7
2019-10-03 12:50:00,6
2019-10-03 12:52:00,6
2019-10-03 12:53:00,1
2019-10-03 16:46:00,1
