5324,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-03 00:02:00,21
2019-10-03 00:03:00,12
2019-10-03 00:06:00,5
2019-10-03 00:07:00,1
2019-10-03 00:12:00,18
2019-10-03 00:13:00,14
2019-10-03 00:16:00,5
2019-10-03 00:17:00,1
2019-10-03 00:22:00,16
2019-10-03 00:23:00,14
2019-10-03 00:26:00,5
2019-10-03 00:27:00,1
2019-10-03 00:32:00,18
2019-10-03 00:33:00,14
2019-10-03 00:36:00,5
2019-10-03 00:37:00,1
2019-10-03 00:42:00,16
2019-10-03 00:43:00,16
2019-10-03 00:46:00,5
2019-10-03 00:47:00,1
2019-10-03 00:52:00,14
2019-10-03 00:53:00,16
2019-10-03 00:56:00,5
2019-10-03 00:57:00,1
2019-10-03 01:02:00,14
2019-10-03 01:03:00,16
2019-10-03 01:06:00,5
2019-10-03 01:07:00,1
2019-10-03 01:12:00,14
2019-10-03 01:13:00,16
2019-10-03 01:16:00,5
2019-10-03 01:17:00,1
2019-10-03 01:22:00,14
2019-10-03 01:23:00,16
2019-10-03 01:26:00,4
2019-10-03 01:27:00,2
2019-10-03 01:32:00,14
2019-10-03 01:33:00,16
2019-10-03 01:36:00,4
2019-10-03 01:37:00,2
2019-10-03 01:42:00,14
2019-10-03 01:43:00,17
2019-10-03 01:46:00,4
2019-10-03 01:47:00,2
2019-10-03 01:52:00,16
2019-10-03 01:53:00,16
2019-10-03 01:56:00,4
2019-10-03 01:57:00,2
2019-10-03 02:02:00,18
2019-10-03 02:03:00,16
2019-10-03 02:06:00,4
2019-10-03 02:07:00,2
2019-10-03 02:12:00,16
2019-10-03 02:13:00,16
2019-10-03 02:16:00,4
2019-10-03 02:17:00,2
2019-10-03 02:22:00,14
2019-10-03 02:23:00,16
2019-10-03 02:26:00,4
2019-10-03 02:27:00,2
2019-10-03 02:32:00,14
2019-10-03 02:33:00,16
2019-10-03 02:36:00,4
2019-10-03 02:37:00,2
2019-10-03 02:42:00,14
2019-10-03 02:43:00,16
2019-10-03 02:46:00,4
2019-10-03 02:47:00,2
2019-10-03 02:52:00,14
2019-10-03 02:53:00,16
2019-10-03 02:56:00,4
2019-10-03 02:57:00,2
2019-10-03 03:02:00,14
2019-10-03 03:03:00,16
2019-10-03 03:06:00,4
2019-10-03 03:07:00,2
2019-10-03 03:12:00,14
2019-10-03 03:13:00,16
2019-10-03 03:16:00,3
2019-10-03 03:17:00,3
2019-10-03 03:22:00,14
2019-10-03 03:23:00,16
2019-10-03 03:26:00,3
2019-10-03 03:27:00,3
2019-10-03 03:32:00,14
2019-10-03 03:33:00,16
2019-10-03 03:36:00,3
2019-10-03 03:37:00,3
2019-10-03 03:42:00,16
2019-10-03 03:43:00,16
2019-10-03 03:46:00,3
2019-10-03 03:47:00,3
2019-10-03 03:52:00,13
2019-10-03 03:53:00,17
2019-10-03 03:56:00,3
2019-10-03 03:57:00,3
2019-10-03 04:02:00,13
2019-10-03 04:03:00,17
2019-10-03 04:06:00,3
2019-10-03 04:07:00,3
2019-10-03 04:12:00,15
2019-10-03 04:13:00,18
2019-10-03 04:16:00,3
2019-10-03 04:17:00,3
2019-10-03 04:22:00,15
2019-10-03 04:23:00,17
2019-10-03 04:26:00,3
2019-10-03 04:27:00,3
2019-10-03 04:32:00,13
2019-10-03 04:33:00,17
2019-10-03 04:36:00,3
2019-10-03 04:37:00,3
2019-10-03 04:42:00,13
2019-10-03 04:43:00,17
2019-10-03 04:46:00,3
2019-10-03 04:47:00,3
2019-10-03 04:52:00,13
2019-10-03 04:53:00,17
2019-10-03 04:56:00,3
2019-10-03 04:57:00,3
2019-10-03 05:02:00,13
2019-10-03 05:03:00,17
2019-10-03 05:06:00,3
2019-10-03 05:07:00,3
2019-10-03 05:12:00,15
2019-10-03 05:13:00,19
2019-10-03 05:16:00,3
2019-10-03 05:17:00,3
2019-10-03 05:22:00,15
2019-10-03 05:23:00,19
2019-10-03 05:26:00,3
2019-10-03 05:27:00,4
2019-10-03 05:32:00,13
2019-10-03 05:33:00,18
2019-10-03 05:36:00,3
2019-10-03 05:37:00,3
2019-10-03 05:42:00,13
2019-10-03 05:43:00,17
2019-10-03 05:46:00,3
2019-10-03 05:47:00,3
2019-10-03 05:52:00,13
2019-10-03 05:53:00,17
2019-10-03 05:56:00,3
2019-10-03 05:57:00,3
2019-10-03 06:02:00,13
2019-10-03 06:03:00,17
2019-10-03 06:06:00,3
2019-10-03 06:07:00,3
2019-10-03 06:12:00,13
2019-10-03 06:13:00,17
2019-10-03 06:16:00,3
2019-10-03 06:17:00,3
2019-10-03 06:22:00,15
2019-10-03 06:23:00,17
2019-10-03 06:26:00,3
2019-10-03 06:27:00,3
2019-10-03 06:32:00,15
2019-10-03 06:33:00,18
2019-10-03 06:36:00,4
2019-10-03 06:37:00,3
2019-10-03 06:42:00,15
2019-10-03 06:43:00,19
2019-10-03 06:46:00,4
2019-10-03 06:47:00,3
2019-10-03 06:52:00,13
2019-10-03 06:53:00,17
2019-10-03 06:56:00,3
2019-10-03 06:57:00,3
2019-10-03 07:02:00,15
2019-10-03 07:03:00,17
2019-10-03 07:06:00,3
2019-10-03 07:07:00,3
2019-10-03 07:12:00,13
2019-10-03 07:13:00,18
2019-10-03 07:16:00,3
2019-10-03 07:17:00,4
2019-10-03 07:22:00,13
2019-10-03 07:23:00,18
2019-10-03 07:26:00,3
2019-10-03 07:27:00,4
2019-10-03 07:32:00,13
2019-10-03 07:33:00,17
2019-10-03 07:36:00,3
2019-10-03 07:37:00,3
2019-10-03 07:42:00,13
2019-10-03 07:43:00,13
2019-10-03 07:44:00,4
2019-10-03 07:46:00,3
2019-10-03 07:47:00,3
2019-10-03 07:52:00,7
2019-10-03 07:53:00,10
2019-10-03 07:54:00,18
2019-10-03 07:55:00,13
2019-10-03 07:56:00,8
2019-10-03 07:57:00,9
2019-10-03 07:58:00,1
2019-10-03 08:03:00,1
2019-10-03 08:04:00,5
2019-10-03 08:05:00,7
2019-10-03 08:06:00,14
2019-10-03 08:07:00,5
2019-10-03 08:08:00,1
2019-10-03 08:11:00,3
2019-10-03 08:13:00,1
2019-10-03 08:14:00,6
2019-10-03 08:15:00,7
2019-10-03 08:16:00,14
2019-10-03 08:17:00,5
2019-10-03 08:18:00,1
2019-10-03 08:21:00,3
2019-10-03 08:23:00,1
2019-10-03 08:24:00,5
2019-10-03 08:25:00,7
2019-10-03 08:26:00,14
2019-10-03 08:27:00,5
2019-10-03 08:28:00,1
2019-10-03 08:31:00,3
2019-10-03 08:33:00,1
2019-10-03 08:34:00,5
