18,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-10-03 09:46:00,1
2019-10-03 10:25:00,1
2019-10-03 10:52:00,1
2019-10-03 11:19:00,1
2019-10-03 12:02:00,1
2019-10-03 12:47:00,1
2019-10-03 13:03:00,1
2019-10-03 13:27:00,1
2019-10-03 13:53:00,1
2019-10-03 14:27:00,1
2019-10-03 14:53:00,1
2019-10-03 14:57:00,1
2019-10-03 15:31:00,1
2019-10-03 15:54:00,1
2019-10-03 18:03:00,1
2019-10-03 18:43:00,1
2019-10-03 19:37:00,1
2019-10-03 20:06:00,1
