31,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-10-03 01:19:00,1
2019-10-03 01:21:00,1
2019-10-03 01:23:00,1
2019-10-03 01:25:00,1
2019-10-03 01:27:00,1
2019-10-03 01:30:00,1
2019-10-03 01:31:00,1
2019-10-03 01:33:00,1
2019-10-03 01:36:00,1
2019-10-03 01:38:00,1
2019-10-03 01:42:00,2
2019-10-03 01:45:00,1
2019-10-03 01:47:00,1
2019-10-03 01:49:00,1
2019-10-03 01:52:00,1
2019-10-03 01:54:00,1
2019-10-03 01:56:00,1
2019-10-03 01:58:00,1
2019-10-03 02:00:00,1
2019-10-03 02:01:00,1
2019-10-03 02:03:00,1
2019-10-03 02:05:00,1
2019-10-03 02:08:00,1
2019-10-03 04:38:00,1
2019-10-03 04:41:00,1
2019-10-03 04:43:00,1
2019-10-03 04:50:00,1
2019-10-03 04:51:00,1
2019-10-03 04:53:00,1
2019-10-03 04:54:00,1
