18,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-10-03 07:48:00,1
2019-10-03 07:51:00,1
2019-10-03 07:53:00,1
2019-10-03 14:39:00,1
2019-10-03 14:44:00,1
2019-10-03 14:54:00,1
2019-10-03 15:11:00,1
2019-10-03 18:10:00,1
2019-10-03 18:12:00,1
2019-10-03 18:15:00,1
2019-10-03 18:20:00,1
2019-10-03 18:29:00,1
2019-10-03 18:36:00,1
2019-10-03 18:46:00,1
2019-10-03 19:57:00,1
2019-10-03 20:53:00,1
2019-10-03 21:13:00,1
2019-10-03 21:30:00,1
