60,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-10-03 00:38:00,1
2019-10-03 01:55:00,1
2019-10-03 07:26:00,1
2019-10-03 07:50:00,1
2019-10-03 07:52:00,1
2019-10-03 07:58:00,1
2019-10-03 12:42:00,3
2019-10-03 13:39:00,2
2019-10-03 13:41:00,1
2019-10-03 13:43:00,2
2019-10-03 13:44:00,4
2019-10-03 13:45:00,2
2019-10-03 13:46:00,2
2019-10-03 13:47:00,5
2019-10-03 13:48:00,2
2019-10-03 13:49:00,3
2019-10-03 13:50:00,2
2019-10-03 13:52:00,1
2019-10-03 13:54:00,2
2019-10-03 13:55:00,5
2019-10-03 16:32:00,1
2019-10-03 16:45:00,2
2019-10-03 16:51:00,1
2019-10-03 16:59:00,1
2019-10-03 17:00:00,1
2019-10-03 17:01:00,1
2019-10-03 17:10:00,1
2019-10-03 17:15:00,1
2019-10-03 17:16:00,1
2019-10-03 17:22:00,1
2019-10-03 17:23:00,1
2019-10-03 18:06:00,1
2019-10-03 18:07:00,1
2019-10-03 18:09:00,1
2019-10-03 19:21:00,1
2019-10-03 19:22:00,2
