36,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-11-09 01:52:00,1
2019-11-09 04:52:00,1
2019-11-09 08:01:00,1
2019-11-09 08:07:00,1
2019-11-09 12:01:00,1
2019-11-09 12:17:00,1
2019-11-09 13:14:00,1
2019-11-09 13:15:00,1
2019-11-09 13:16:00,1
2019-11-09 13:17:00,1
2019-11-09 13:19:00,1
2019-11-09 13:35:00,1
2019-11-09 14:00:00,1
2019-11-09 15:18:00,1
2019-11-09 16:47:00,1
2019-11-09 16:50:00,1
2019-11-09 17:58:00,1
2019-11-09 17:59:00,1
2019-11-09 18:01:00,2
2019-11-09 18:02:00,2
2019-11-09 18:05:00,1
2019-11-09 18:08:00,1
2019-11-09 18:09:00,1
2019-11-09 18:10:00,1
2019-11-09 18:17:00,1
2019-11-09 18:48:00,1
2019-11-09 19:44:00,1
2019-11-09 19:50:00,1
2019-11-09 19:53:00,1
2019-11-09 20:10:00,1
2019-11-09 20:12:00,1
2019-11-09 21:27:00,1
2019-11-09 21:28:00,1
2019-11-09 22:35:00,1
