121,select * from fDocFunctionParams(&&&)
2019-11-09 03:00:00,1
2019-11-09 04:15:00,1
2019-11-09 05:04:00,3
2019-11-09 05:34:00,4
2019-11-09 05:41:00,3
2019-11-09 05:42:00,1
2019-11-09 07:30:00,2
2019-11-09 08:52:00,1
2019-11-09 09:19:00,2
2019-11-09 10:12:00,3
2019-11-09 12:59:00,1
2019-11-09 13:40:00,21
2019-11-09 13:41:00,1
2019-11-09 14:47:00,3
2019-11-09 14:49:00,3
2019-11-09 16:52:00,1
2019-11-09 18:59:00,15
2019-11-09 19:08:00,2
2019-11-09 19:23:00,26
2019-11-09 20:30:00,2
2019-11-09 21:50:00,2
2019-11-09 22:03:00,1
2019-11-09 22:18:00,3
2019-11-09 22:20:00,19
