25,select * from PhotozRF where objid=#
2019-11-09 00:35:00,1
2019-11-09 00:40:00,1
2019-11-09 01:31:00,1
2019-11-09 05:39:00,2
2019-11-09 05:48:00,1
2019-11-09 06:03:00,1
2019-11-09 06:17:00,1
2019-11-09 06:46:00,1
2019-11-09 07:40:00,1
2019-11-09 08:12:00,1
2019-11-09 12:38:00,1
2019-11-09 13:23:00,1
2019-11-09 13:42:00,1
2019-11-09 14:17:00,1
2019-11-09 14:38:00,1
2019-11-09 16:45:00,1
2019-11-09 18:04:00,1
2019-11-09 18:52:00,1
2019-11-09 19:14:00,1
2019-11-09 21:13:00,1
2019-11-09 21:54:00,2
2019-11-09 22:46:00,1
2019-11-09 23:05:00,1
