11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-09 15:09:00,1
2019-11-09 15:12:00,1
2019-11-09 15:17:00,1
2019-11-09 15:23:00,1
2019-11-09 15:50:00,1
2019-11-09 15:59:00,1
2019-11-09 16:03:00,1
2019-11-09 16:19:00,1
2019-11-09 16:24:00,1
2019-11-09 16:33:00,1
2019-11-09 16:37:00,1
