33,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-11-09 00:13:00,1
2019-11-09 00:16:00,1
2019-11-09 00:18:00,1
2019-11-09 00:20:00,1
2019-11-09 00:21:00,1
2019-11-09 00:24:00,1
2019-11-09 00:26:00,1
2019-11-09 00:28:00,1
2019-11-09 00:30:00,1
2019-11-09 00:32:00,1
2019-11-09 00:35:00,1
2019-11-09 00:37:00,1
2019-11-09 00:39:00,1
2019-11-09 00:40:00,1
2019-11-09 00:43:00,1
2019-11-09 00:44:00,1
2019-11-09 01:01:00,1
2019-11-09 01:08:00,1
2019-11-09 01:12:00,1
2019-11-09 05:19:00,1
2019-11-09 05:21:00,1
2019-11-09 05:27:00,1
2019-11-09 06:16:00,1
2019-11-09 06:24:00,1
2019-11-09 06:25:00,2
2019-11-09 06:28:00,1
2019-11-09 06:29:00,1
2019-11-09 06:36:00,1
2019-11-09 06:37:00,1
2019-11-09 06:38:00,1
2019-11-09 06:40:00,1
2019-11-09 06:47:00,1
