85,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-05-25 07:27:00,1
2019-05-25 08:03:00,1
2019-05-25 10:08:00,1
2019-05-25 13:02:00,2
2019-05-25 13:03:00,12
2019-05-25 13:04:00,1
2019-05-25 13:08:00,3
2019-05-25 13:09:00,9
2019-05-25 13:10:00,5
2019-05-25 13:11:00,3
2019-05-25 13:12:00,4
2019-05-25 13:16:00,9
2019-05-25 13:17:00,6
2019-05-25 13:18:00,6
2019-05-25 13:19:00,6
2019-05-25 13:24:00,7
2019-05-25 13:25:00,8
2019-05-25 13:58:00,1
