1469,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-01-03 00:21:00,23
2019-01-03 00:58:00,5
2019-01-03 00:59:00,42
2019-01-03 01:00:00,29
2019-01-03 01:01:00,6
2019-01-03 01:09:00,18
2019-01-03 01:15:00,1
2019-01-03 01:16:00,16
2019-01-03 01:24:00,21
2019-01-03 01:25:00,21
2019-01-03 02:51:00,5
2019-01-03 02:52:00,29
2019-01-03 02:53:00,27
2019-01-03 02:54:00,39
2019-01-03 02:55:00,44
2019-01-03 02:56:00,12
2019-01-03 04:53:00,1
2019-01-03 17:25:00,27
2019-01-03 17:26:00,50
2019-01-03 17:27:00,33
2019-01-03 17:28:00,33
2019-01-03 17:29:00,3
2019-01-03 20:05:00,19
2019-01-03 20:06:00,30
2019-01-03 20:07:00,53
2019-01-03 20:08:00,18
2019-01-03 20:09:00,1
2019-01-03 20:12:00,21
2019-01-03 20:13:00,3
2019-01-03 20:15:00,5
2019-01-03 20:16:00,27
2019-01-03 20:17:00,29
2019-01-03 20:18:00,51
2019-01-03 20:19:00,56
2019-01-03 20:20:00,34
2019-01-03 20:21:00,27
2019-01-03 20:22:00,28
2019-01-03 20:23:00,27
2019-01-03 20:24:00,14
2019-01-03 20:26:00,26
2019-01-03 20:27:00,14
2019-01-03 20:30:00,15
2019-01-03 20:31:00,30
2019-01-03 20:32:00,32
2019-01-03 20:33:00,31
2019-01-03 20:34:00,31
2019-01-03 20:35:00,39
2019-01-03 20:36:00,60
2019-01-03 20:37:00,58
2019-01-03 20:38:00,36
2019-01-03 20:39:00,33
2019-01-03 20:40:00,35
2019-01-03 20:41:00,32
2019-01-03 20:42:00,33
2019-01-03 20:43:00,34
2019-01-03 20:44:00,2
