4,"select top # SpecObjID, ra, dec, z, logMass, chi2, ssfr, metallicity from stellarMassFSPSGranEarlyDust where chi2 BETWEEN # and # AND ssfr <> # AND z > # AND ssfr/logMass BETWEEN # and # AND logMass BETWEEN # and #"
2019-01-03 18:51:00,2
2019-01-03 18:54:00,2
