37,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-11 15:29:00,1
2019-03-11 15:31:00,1
2019-03-11 15:32:00,1
2019-03-11 15:34:00,2
2019-03-11 15:35:00,1
2019-03-11 15:37:00,3
2019-03-11 15:39:00,4
2019-03-11 18:13:00,1
2019-03-11 18:31:00,1
2019-03-11 19:00:00,1
2019-03-11 19:01:00,1
2019-03-11 19:02:00,1
2019-03-11 19:05:00,1
2019-03-11 19:06:00,1
2019-03-11 19:07:00,2
2019-03-11 19:08:00,2
2019-03-11 19:14:00,1
2019-03-11 19:15:00,1
2019-03-11 19:16:00,3
2019-03-11 19:18:00,2
2019-03-11 19:19:00,4
2019-03-11 19:20:00,2
