122,select objid from photoobj where photoobj.dec between # and # and photoobj.ra between # and #
2019-03-11 02:30:00,9
2019-03-11 03:21:00,17
2019-03-11 03:42:00,5
2019-03-11 03:56:00,9
2019-03-11 04:05:00,1
2019-03-11 04:08:00,1
2019-03-11 04:11:00,65
2019-03-11 21:42:00,15
