661,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-11 10:18:00,7
2019-03-11 10:19:00,2
2019-03-11 10:20:00,1
2019-03-11 10:26:00,2
2019-03-11 10:30:00,10
2019-03-11 10:32:00,2
2019-03-11 10:37:00,10
2019-03-11 10:39:00,3
2019-03-11 11:53:00,10
2019-03-11 11:54:00,1
2019-03-11 11:55:00,2
2019-03-11 11:56:00,1
2019-03-11 11:57:00,3
2019-03-11 11:58:00,2
2019-03-11 12:00:00,4
2019-03-11 12:01:00,2
2019-03-11 12:03:00,1
2019-03-11 12:04:00,2
2019-03-11 12:05:00,2
2019-03-11 12:06:00,2
2019-03-11 12:07:00,2
2019-03-11 12:10:00,4
2019-03-11 12:14:00,10
2019-03-11 12:16:00,2
2019-03-11 12:17:00,2
2019-03-11 12:18:00,2
2019-03-11 12:19:00,2
2019-03-11 12:20:00,2
2019-03-11 12:21:00,1
2019-03-11 12:22:00,3
2019-03-11 12:27:00,10
2019-03-11 12:32:00,10
2019-03-11 12:34:00,1
2019-03-11 12:36:00,3
2019-03-11 12:37:00,1
2019-03-11 12:38:00,3
2019-03-11 12:42:00,2
2019-03-11 12:43:00,8
2019-03-11 12:45:00,3
2019-03-11 12:46:00,1
2019-03-11 12:47:00,2
2019-03-11 12:48:00,1
2019-03-11 12:49:00,2
2019-03-11 12:50:00,1
2019-03-11 12:52:00,4
2019-03-11 12:53:00,1
2019-03-11 12:54:00,3
2019-03-11 12:59:00,10
2019-03-11 13:01:00,1
2019-03-11 13:03:00,4
2019-03-11 13:08:00,10
2019-03-11 13:13:00,8
2019-03-11 13:18:00,5
2019-03-11 13:19:00,4
2019-03-11 13:21:00,2
2019-03-11 13:23:00,1
2019-03-11 13:27:00,8
2019-03-11 13:29:00,2
2019-03-11 13:30:00,1
2019-03-11 13:31:00,2
2019-03-11 13:34:00,3
2019-03-11 13:35:00,2
2019-03-11 13:39:00,7
2019-03-11 13:40:00,3
2019-03-11 13:44:00,9
2019-03-11 13:45:00,1
2019-03-11 13:50:00,3
2019-03-11 13:51:00,7
2019-03-11 13:56:00,10
2019-03-11 13:59:00,4
2019-03-11 14:00:00,1
2019-03-11 14:01:00,2
2019-03-11 14:05:00,10
2019-03-11 14:07:00,2
2019-03-11 14:08:00,2
2019-03-11 14:09:00,2
2019-03-11 14:11:00,2
2019-03-11 14:12:00,3
2019-03-11 14:13:00,1
2019-03-11 14:14:00,3
2019-03-11 14:15:00,1
2019-03-11 14:16:00,1
2019-03-11 14:17:00,3
2019-03-11 14:19:00,3
2019-03-11 14:23:00,10
2019-03-11 14:28:00,2
2019-03-11 14:29:00,2
2019-03-11 14:33:00,6
2019-03-11 14:34:00,4
2019-03-11 14:35:00,2
2019-03-11 14:36:00,2
2019-03-11 14:38:00,3
2019-03-11 14:39:00,3
2019-03-11 14:40:00,1
2019-03-11 14:41:00,3
2019-03-11 14:43:00,4
