661,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-11 14:44:00,1
2019-03-11 14:45:00,1
2019-03-11 14:49:00,10
2019-03-11 14:50:00,2
2019-03-11 14:52:00,1
2019-03-11 14:57:00,1
2019-03-11 15:01:00,10
2019-03-11 15:03:00,2
2019-03-11 15:04:00,2
2019-03-11 15:08:00,5
2019-03-11 15:09:00,5
2019-03-11 15:10:00,2
2019-03-11 15:11:00,1
2019-03-11 15:12:00,2
2019-03-11 15:16:00,2
2019-03-11 15:17:00,8
2019-03-11 15:35:00,3
2019-03-11 15:36:00,2
2019-03-11 15:38:00,3
2019-03-11 15:39:00,1
2019-03-11 15:40:00,2
2019-03-11 15:41:00,2
2019-03-11 15:42:00,2
2019-03-11 15:44:00,4
2019-03-11 15:46:00,3
2019-03-11 15:48:00,2
2019-03-11 15:52:00,10
2019-03-11 15:55:00,2
2019-03-11 15:56:00,1
2019-03-11 16:00:00,10
2019-03-11 16:02:00,1
2019-03-11 16:03:00,2
2019-03-11 16:04:00,2
2019-03-11 16:05:00,2
2019-03-11 16:06:00,1
2019-03-11 16:07:00,2
2019-03-11 16:08:00,1
2019-03-11 16:09:00,2
2019-03-11 16:10:00,1
2019-03-11 16:11:00,2
2019-03-11 16:12:00,1
2019-03-11 16:15:00,8
2019-03-11 16:16:00,1
2019-03-11 16:18:00,4
2019-03-11 16:19:00,3
2019-03-11 16:21:00,2
2019-03-11 16:22:00,2
2019-03-11 16:23:00,2
2019-03-11 16:27:00,6
2019-03-11 16:28:00,4
2019-03-11 16:29:00,2
2019-03-11 16:32:00,6
2019-03-11 16:33:00,2
2019-03-11 16:35:00,4
2019-03-11 16:39:00,7
2019-03-11 16:40:00,2
2019-03-11 16:41:00,2
2019-03-11 16:42:00,1
2019-03-11 16:43:00,1
2019-03-11 16:47:00,10
2019-03-11 16:53:00,10
2019-03-11 16:54:00,1
2019-03-11 16:55:00,2
2019-03-11 16:56:00,2
2019-03-11 16:57:00,2
2019-03-11 16:58:00,1
2019-03-11 16:59:00,2
2019-03-11 17:00:00,1
2019-03-11 17:02:00,6
2019-03-11 17:07:00,10
2019-03-11 17:08:00,1
2019-03-11 17:10:00,4
2019-03-11 17:12:00,3
2019-03-11 17:14:00,4
2019-03-11 17:15:00,1
2019-03-11 17:16:00,2
2019-03-11 17:18:00,2
2019-03-11 17:19:00,1
2019-03-11 17:21:00,4
2019-03-11 17:22:00,1
2019-03-11 17:23:00,2
2019-03-11 17:31:00,6
2019-03-11 17:36:00,10
2019-03-11 17:38:00,3
2019-03-11 17:42:00,8
2019-03-11 17:46:00,4
2019-03-11 17:47:00,4
2019-03-11 17:49:00,2
2019-03-11 17:50:00,2
2019-03-11 17:54:00,10
2019-03-11 17:58:00,3
2019-03-11 18:00:00,3
2019-03-11 18:02:00,4
2019-03-11 18:03:00,2
2019-03-11 18:08:00,10
