50,select distinct parent from DBViewCols where viewname=&&&
2019-03-11 00:35:00,1
2019-03-11 00:36:00,2
2019-03-11 00:58:00,1
2019-03-11 01:14:00,1
2019-03-11 01:15:00,2
2019-03-11 01:22:00,1
2019-03-11 02:49:00,1
2019-03-11 04:06:00,1
2019-03-11 04:20:00,1
2019-03-11 04:36:00,1
2019-03-11 05:46:00,1
2019-03-11 06:35:00,1
2019-03-11 07:48:00,1
2019-03-11 08:12:00,1
2019-03-11 08:20:00,1
2019-03-11 09:37:00,1
2019-03-11 09:43:00,1
2019-03-11 09:45:00,1
2019-03-11 10:41:00,1
2019-03-11 12:33:00,1
2019-03-11 13:38:00,1
2019-03-11 14:38:00,1
2019-03-11 15:58:00,1
2019-03-11 16:51:00,1
2019-03-11 16:56:00,1
2019-03-11 17:17:00,1
2019-03-11 19:10:00,1
2019-03-11 19:11:00,1
2019-03-11 19:35:00,1
2019-03-11 21:36:00,1
2019-03-11 21:39:00,3
2019-03-11 21:42:00,4
2019-03-11 22:03:00,3
2019-03-11 22:17:00,1
2019-03-11 23:33:00,1
2019-03-11 23:34:00,1
2019-03-11 23:35:00,1
2019-03-11 23:36:00,1
2019-03-11 23:43:00,2
2019-03-11 23:48:00,1
