14,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-03-11 02:17:00,1
2019-03-11 02:19:00,1
2019-03-11 02:22:00,1
2019-03-11 02:27:00,1
2019-03-11 02:36:00,1
2019-03-11 02:53:00,1
2019-03-11 03:50:00,1
2019-03-11 07:57:00,1
2019-03-11 08:07:00,1
2019-03-11 08:16:00,1
2019-03-11 08:33:00,1
2019-03-11 15:22:00,1
2019-03-11 16:48:00,1
2019-03-11 16:56:00,1
