2,"select top # v.ra, v.dec,  dbo.fGetNearestObjIdEq(v.ra, v.dec, #/#) as objID from mydb.vstar_min as v, star as s where (s.run = # or s.run = #)   and (s.objid = objID)"
2019-09-06 15:26:00,1
2019-09-06 15:27:00,1
