17,"SELECT p.objid, p.ra, p.dec,  p.petroMag_g, p.petroMagerr_g, p.extinction_g, p.petroMag_r, p.petroMagerr_r, p.extinction_r, p.probPSF, p.type into mydb.Ncas_NRGb1# FROM dbo.fGetNearbyObjEq(#, #,#) as b, PhotoObj as p WHERE b.objID = p.objID and p.petroMag_r - p.extinction_r <= #"
2019-01-17 15:30:00,2
2019-01-17 15:31:00,5
2019-01-17 15:32:00,5
2019-01-17 15:33:00,2
2019-01-17 16:12:00,1
2019-01-17 16:13:00,1
2019-01-17 16:14:00,1
