3914,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-01-17 01:38:00,22
2019-01-17 01:39:00,57
2019-01-17 01:40:00,56
2019-01-17 01:41:00,32
2019-01-17 01:44:00,25
2019-01-17 01:45:00,8
2019-01-17 01:53:00,59
2019-01-17 01:54:00,57
2019-01-17 01:55:00,56
2019-01-17 01:56:00,53
2019-01-17 01:57:00,55
2019-01-17 01:58:00,57
2019-01-17 01:59:00,57
2019-01-17 02:00:00,58
2019-01-17 02:01:00,56
2019-01-17 02:02:00,55
2019-01-17 02:03:00,56
2019-01-17 02:04:00,28
2019-01-17 17:31:00,1
2019-01-17 17:37:00,15
2019-01-17 17:38:00,53
2019-01-17 17:40:00,48
2019-01-17 17:41:00,41
2019-01-17 17:42:00,44
2019-01-17 17:43:00,34
2019-01-17 17:44:00,57
2019-01-17 17:45:00,55
2019-01-17 17:46:00,28
2019-01-17 17:47:00,45
2019-01-17 17:48:00,58
2019-01-17 17:49:00,59
2019-01-17 17:50:00,56
2019-01-17 17:51:00,56
2019-01-17 17:52:00,54
2019-01-17 17:53:00,54
2019-01-17 17:54:00,56
2019-01-17 17:55:00,54
2019-01-17 17:56:00,54
2019-01-17 17:57:00,29
2019-01-17 17:58:00,54
2019-01-17 18:00:00,15
2019-01-17 18:01:00,30
2019-01-17 18:05:00,12
2019-01-17 18:06:00,58
2019-01-17 18:07:00,42
2019-01-17 18:08:00,57
2019-01-17 18:09:00,50
2019-01-17 18:10:00,31
2019-01-17 18:11:00,42
2019-01-17 18:12:00,58
2019-01-17 18:13:00,43
2019-01-17 18:18:00,7
2019-01-17 18:21:00,6
2019-01-17 18:22:00,1
2019-01-17 18:36:00,50
2019-01-17 18:37:00,60
2019-01-17 18:38:00,45
2019-01-17 18:39:00,47
2019-01-17 18:40:00,40
2019-01-17 18:42:00,18
2019-01-17 18:43:00,59
2019-01-17 18:44:00,59
2019-01-17 18:45:00,6
2019-01-17 18:55:00,8
2019-01-17 18:56:00,46
2019-01-17 18:57:00,59
2019-01-17 18:58:00,60
2019-01-17 18:59:00,58
2019-01-17 19:00:00,59
2019-01-17 19:01:00,60
2019-01-17 19:02:00,18
2019-01-17 19:03:00,10
2019-01-17 19:04:00,30
2019-01-17 19:05:00,1
2019-01-17 19:22:00,6
2019-01-17 19:23:00,60
2019-01-17 19:24:00,1
2019-01-17 19:30:00,7
2019-01-17 19:34:00,44
2019-01-17 19:35:00,57
2019-01-17 19:36:00,57
2019-01-17 19:37:00,59
2019-01-17 19:38:00,58
2019-01-17 19:39:00,61
2019-01-17 19:40:00,68
2019-01-17 19:41:00,58
2019-01-17 19:42:00,60
2019-01-17 19:43:00,58
2019-01-17 19:44:00,55
2019-01-17 19:45:00,26
2019-01-17 19:46:00,6
2019-01-17 19:47:00,1
2019-01-17 19:53:00,1
2019-01-17 19:58:00,1
2019-01-17 20:01:00,1
2019-01-17 20:15:00,7
2019-01-17 22:05:00,1
2019-01-17 22:06:00,28
2019-01-17 22:07:00,4
2019-01-17 22:08:00,3
2019-01-17 22:09:00,3
2019-01-17 22:12:00,5
2019-01-17 22:14:00,3
2019-01-17 22:16:00,3
2019-01-17 22:18:00,7
2019-01-17 22:19:00,1
2019-01-17 22:32:00,1
2019-01-17 22:33:00,1
2019-01-17 22:35:00,1
2019-01-17 22:36:00,1
2019-01-17 22:38:00,2
2019-01-17 22:41:00,1
